tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,adm1_name,adm1_code,population,loss,wind_cat,wind_cat_0,wind_cat_1,wind_cat_2,wind_cat_3,wind_cat_4,wind_cat_5
1985,SH211985,NONAME,1985-02-13 00:00,1985-02-26 00:00,OFCL,Madagascar,MDG,Alaotra Mangoro,MDG,8443,0.53,{0: 8443},8443,0,0,0,0,0
1985,SH211985,NONAME,1985-02-13 00:00,1985-02-26 00:00,OFCL,Madagascar,MDG,Amoron'i Mania,MDG,123095,46.45,{0: 123095},123095,0,0,0,0,0
1985,SH211985,NONAME,1985-02-13 00:00,1985-02-26 00:00,OFCL,Madagascar,MDG,Analamanga,MDG,107272,10.7,{0: 107272},107272,0,0,0,0,0
1985,SH211985,NONAME,1985-02-13 00:00,1985-02-26 00:00,OFCL,Madagascar,MDG,Analanjirofo,MDG,30899,2.12,{0: 30899},30899,0,0,0,0,0
1985,SH211985,NONAME,1985-02-13 00:00,1985-02-26 00:00,OFCL,Madagascar,MDG,Atsinanana,MDG,370916,885.81,"{0: 370751, 1: 165}",370751,165,0,0,0,0
1985,SH211985,NONAME,1985-02-13 00:00,1985-02-26 00:00,OFCL,Madagascar,MDG,Haute Matsiatra,MDG,14052,0.04,{0: 14052},14052,0,0,0,0,0
1985,SH211985,NONAME,1985-02-13 00:00,1985-02-26 00:00,OFCL,Madagascar,MDG,Vakinakaratra,MDG,232277,83.04,{0: 232277},232277,0,0,0,0,0
1985,SH211985,NONAME,1985-02-13 00:00,1985-02-26 00:00,OFCL,Madagascar,MDG,Vatovavy Fitovinany,MDG,565085,2232.25,"{0: 562596, 1: 2489}",562596,2489,0,0,0,0
1985,SH211985,NONAME,1985-02-13 00:00,1985-02-26 00:00,OFCL,Mauritius,MUS,Black River,MUS.2_1,1969,32856.77,{0: 1969},1969,0,0,0,0,0
1985,SH211985,NONAME,1985-02-13 00:00,1985-02-26 00:00,OFCL,Mauritius,MUS,Pamplemousses,MUS.6_1,8788,381216.81,{0: 8788},8788,0,0,0,0,0
1985,SH211985,NONAME,1985-02-13 00:00,1985-02-26 00:00,OFCL,Mauritius,MUS,Port Louis,MUS.8_1,2093,1380.83,{0: 2093},2093,0,0,0,0,0
1985,SH211985,NONAME,1985-02-13 00:00,1985-02-26 00:00,OFCL,Mauritius,MUS,Savanne,MUS.12_1,703,16616.6,{0: 703},703,0,0,0,0,0
