tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,population,loss,wind_cat,wind_cat_0,wind_cat_1,wind_cat_2,wind_cat_3,wind_cat_4,wind_cat_5
2008,SH162008,HONDO,2008-02-02 06:00,2008-02-25 12:00,OFCL,Mauritius,MUS,1227900,6510626.95,{1: 1227900},0,1227900,0,0,0,0
2008,SH162008,HONDO,2008-02-02 06:00,2008-02-25 12:00,OFCL,Reunion,REU,571529,380725.12,"{0: 459602, 1: 111927}",459602,111927,0,0,0,0
