tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,adm1_name,adm1_code,population,loss,wind_cat,wind_cat_0,wind_cat_1,wind_cat_2,wind_cat_3,wind_cat_4,wind_cat_5
2015,SH062015,CHEDZA,2015-01-15 12:00,2015-01-21 00:00,OFCL,Madagascar,MDG,Amoron'i Mania,MDG,586902,151954.04,"{0: 255398, 1: 331504}",255398,331504,0,0,0,0
2015,SH062015,CHEDZA,2015-01-15 12:00,2015-01-21 00:00,OFCL,Madagascar,MDG,Atsimo Andrefana,MDG,2222,29.67,{0: 2222},2222,0,0,0,0,0
2015,SH062015,CHEDZA,2015-01-15 12:00,2015-01-21 00:00,OFCL,Madagascar,MDG,Atsinanana,MDG,6691,8.33,{0: 6691},6691,0,0,0,0,0
2015,SH062015,CHEDZA,2015-01-15 12:00,2015-01-21 00:00,OFCL,Madagascar,MDG,Bongolava,MDG,394711,916.56,"{0: 388755, 1: 5956}",388755,5956,0,0,0,0
2015,SH062015,CHEDZA,2015-01-15 12:00,2015-01-21 00:00,OFCL,Madagascar,MDG,Haute Matsiatra,MDG,733821,46485.86,"{0: 600632, 1: 133189}",600632,133189,0,0,0,0
2015,SH062015,CHEDZA,2015-01-15 12:00,2015-01-21 00:00,OFCL,Madagascar,MDG,Itasy,MDG,384767,153.77,{0: 384767},384767,0,0,0,0,0
2015,SH062015,CHEDZA,2015-01-15 12:00,2015-01-21 00:00,OFCL,Madagascar,MDG,Melaky,MDG,161545,14256.68,"{0: 120615, 1: 40930}",120615,40930,0,0,0,0
2015,SH062015,CHEDZA,2015-01-15 12:00,2015-01-21 00:00,OFCL,Madagascar,MDG,Menabe,MDG,685875,226690.55,"{0: 112811, 1: 570493, 2: 2571}",112811,570493,2571,0,0,0
2015,SH062015,CHEDZA,2015-01-15 12:00,2015-01-21 00:00,OFCL,Madagascar,MDG,Vakinakaratra,MDG,1088709,18026.65,"{0: 994829, 1: 93880}",994829,93880,0,0,0,0
2015,SH062015,CHEDZA,2015-01-15 12:00,2015-01-21 00:00,OFCL,Madagascar,MDG,Vatovavy Fitovinany,MDG,337450,77.72,{0: 337450},337450,0,0,0,0,0
