tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,population,loss,wind_cat,wind_cat_0,wind_cat_1,wind_cat_2,wind_cat_3,wind_cat_4,wind_cat_5
1982,SH241982,NONAME,1982-03-16 06:00,1982-03-25 18:00,OFCL,Madagascar,MDG,9428285,49975896.99,"{0: 3264680, 1: 3623928, 2: 2433474, 3: 106203}",3264680,3623928,2433474,106203,0,0
1982,SH241982,NONAME,1982-03-16 06:00,1982-03-25 18:00,OFCL,Mozambique,MOZ,5161749,3429456.93,"{0: 3360164, 1: 1468987, 2: 332598}",3360164,1468987,332598,0,0,0
