tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,population,loss,wind_cat,wind_cat_0,wind_cat_1,wind_cat_2,wind_cat_3,wind_cat_4,wind_cat_5
2000,SH082000,NONAME,2000-01-25 00:00,2000-02-02 12:00,OFCL,Mauritius,MUS,1227900,580828.52,"{0: 287949, 1: 939951}",287949,939951,0,0,0,0
2000,SH082000,NONAME,2000-01-25 00:00,2000-02-02 12:00,OFCL,Reunion,REU,704518,79962081.12,"{1: 255024, 2: 439043, 3: 10451}",0,255024,439043,10451,0,0
