tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,adm1_name,adm1_code,population,loss,wind_cat,wind_cat_0,wind_cat_1,wind_cat_2,wind_cat_3,wind_cat_4,wind_cat_5
2003,SH112003,NONAME,2003-01-21 00:00,2003-02-01 12:00,OFCL,Madagascar,MDG,Alaotra Mangoro,MDG,83787,4547.73,"{0: 67335, 1: 16452}",67335,16452,0,0,0,0
2003,SH112003,NONAME,2003-01-21 00:00,2003-02-01 12:00,OFCL,Madagascar,MDG,Amoron'i Mania,MDG,664188,3938918.91,"{0: 30549, 1: 377982, 2: 255657}",30549,377982,255657,0,0,0
2003,SH112003,NONAME,2003-01-21 00:00,2003-02-01 12:00,OFCL,Madagascar,MDG,Analamanga,MDG,470046,11504.12,"{0: 403116, 1: 66930}",403116,66930,0,0,0,0
2003,SH112003,NONAME,2003-01-21 00:00,2003-02-01 12:00,OFCL,Madagascar,MDG,Anosy,MDG,51664,57.73,{0: 51664},51664,0,0,0,0,0
2003,SH112003,NONAME,2003-01-21 00:00,2003-02-01 12:00,OFCL,Madagascar,MDG,Atsimo Andrefana,MDG,689119,11054.1,"{0: 619148, 1: 69971}",619148,69971,0,0,0,0
2003,SH112003,NONAME,2003-01-21 00:00,2003-02-01 12:00,OFCL,Madagascar,MDG,Atsimo Atsinanana,MDG,181394,89.44,"{0: 181050, 1: 344}",181050,344,0,0,0,0
2003,SH112003,NONAME,2003-01-21 00:00,2003-02-01 12:00,OFCL,Madagascar,MDG,Atsinanana,MDG,536180,402592.15,"{0: 187559, 1: 345815, 2: 2806}",187559,345815,2806,0,0,0
2003,SH112003,NONAME,2003-01-21 00:00,2003-02-01 12:00,OFCL,Madagascar,MDG,Haute Matsiatra,MDG,1150794,7113099.12,"{0: 38661, 1: 626530, 2: 485603}",38661,626530,485603,0,0,0
2003,SH112003,NONAME,2003-01-21 00:00,2003-02-01 12:00,OFCL,Madagascar,MDG,Ihorombe,MDG,412554,14156.21,"{0: 331696, 1: 80858}",331696,80858,0,0,0,0
2003,SH112003,NONAME,2003-01-21 00:00,2003-02-01 12:00,OFCL,Madagascar,MDG,Itasy,MDG,122781,183.16,{0: 122781},122781,0,0,0,0,0
2003,SH112003,NONAME,2003-01-21 00:00,2003-02-01 12:00,OFCL,Madagascar,MDG,Menabe,MDG,12658,7.61,{0: 12658},12658,0,0,0,0,0
2003,SH112003,NONAME,2003-01-21 00:00,2003-02-01 12:00,OFCL,Madagascar,MDG,Vakinakaratra,MDG,1585514,1023709.13,"{0: 515151, 1: 1066867, 2: 3496}",515151,1066867,3496,0,0,0
2003,SH112003,NONAME,2003-01-21 00:00,2003-02-01 12:00,OFCL,Madagascar,MDG,Vatovavy Fitovinany,MDG,1841487,2427139.88,"{0: 686051, 1: 1045627, 2: 109809}",686051,1045627,109809,0,0,0
