tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,adm1_name,adm1_code,population,loss,wind_cat,wind_cat_0,wind_cat_1,wind_cat_2,wind_cat_3,wind_cat_4,wind_cat_5
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Alaotra Mangoro,MDG,500366,6188.67,"{0: 457379, 1: 42987}",457379,42987,0,0,0,0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Amoron'i Mania,MDG,24089,0.49,{0: 24089},24089,0,0,0,0,0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Analamanga,MDG,3181627,10054.99,"{0: 3175082, 1: 6545}",3175082,6545,0,0,0,0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Analanjirofo,MDG,58719,60.71,"{0: 58628, 1: 91}",58628,91,0,0,0,0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Atsinanana,MDG,356518,6691.53,"{0: 346908, 1: 9610}",346908,9610,0,0,0,0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Betsiboka,MDG,3251,0.59,{0: 3251},3251,0,0,0,0,0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Bongolava,MDG,37934,0.85,{0: 37934},37934,0,0,0,0,0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Itasy,MDG,295261,170.88,{0: 295261},295261,0,0,0,0,0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Melaky,MDG,25129,0.05,{0: 25129},25129,0,0,0,0,0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Vakinakaratra,MDG,837829,681.79,{0: 837829},837829,0,0,0,0,0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,29,0.07,{0: 29},29,0,0,0,0,0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Mozambique,MOZ,Zambezia,MOZ.11_1,231367,8.45,{0: 231367},231367,0,0,0,0,0
