tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,population,loss,wind_cat
2022,SH192022,GOMBE,2022-03-06 00:00,2022-03-12 06:00,OFCL,Madagascar,MDG,76050,1995.8649108162667,"{0: 74244, 1: 1806}"
2022,SH192022,GOMBE,2022-03-06 00:00,2022-03-12 06:00,OFCL,Mozambique,MOZ,1397710,137735069.60347405,"{0: 298005, 1: 338508, 2: 447950, 3: 307950, 4: 5297}"
