tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,adm1_name,adm1_code,population,loss,wind_cat,wind_cat_0,wind_cat_1,wind_cat_2,wind_cat_3,wind_cat_4,wind_cat_5
1980,SH121980,NONAME,1980-02-01 12:00,1980-02-07 00:00,OFCL,Mauritius,MUS,,No Adm1,43832,3779556.33,"{0: 307, 1: 33140, 2: 10385}",307,33140,10385,0,0,0
1980,SH121980,NONAME,1980-02-01 12:00,1980-02-07 00:00,OFCL,Mauritius,MUS,Black River,MUS.2_1,72490,126356.07,"{0: 75, 1: 72415}",75,72415,0,0,0,0
1980,SH121980,NONAME,1980-02-01 12:00,1980-02-07 00:00,OFCL,Mauritius,MUS,Flacq,MUS.3_1,148203,208581.59,"{0: 18293, 1: 129910}",18293,129910,0,0,0,0
1980,SH121980,NONAME,1980-02-01 12:00,1980-02-07 00:00,OFCL,Mauritius,MUS,Grand Port,MUS.4_1,117962,440467.31,"{0: 1014, 1: 116948}",1014,116948,0,0,0,0
1980,SH121980,NONAME,1980-02-01 12:00,1980-02-07 00:00,OFCL,Mauritius,MUS,Moka,MUS.5_1,144916,122166.67,"{0: 8439, 1: 136477}",8439,136477,0,0,0,0
1980,SH121980,NONAME,1980-02-01 12:00,1980-02-07 00:00,OFCL,Mauritius,MUS,Pamplemousses,MUS.6_1,165109,167698.64,"{0: 16443, 1: 148666}",16443,148666,0,0,0,0
1980,SH121980,NONAME,1980-02-01 12:00,1980-02-07 00:00,OFCL,Mauritius,MUS,Plaines Wilhems,MUS.7_1,294342,40636.84,"{0: 10979, 1: 283363}",10979,283363,0,0,0,0
1980,SH121980,NONAME,1980-02-01 12:00,1980-02-07 00:00,OFCL,Mauritius,MUS,Port Louis,MUS.8_1,100326,8205.18,"{0: 21192, 1: 79134}",21192,79134,0,0,0,0
1980,SH121980,NONAME,1980-02-01 12:00,1980-02-07 00:00,OFCL,Mauritius,MUS,Riviere Du Rempart,MUS,123738,59144.92,"{0: 27320, 1: 96418}",27320,96418,0,0,0,0
1980,SH121980,NONAME,1980-02-01 12:00,1980-02-07 00:00,OFCL,Mauritius,MUS,Savanne,MUS.12_1,60507,423226.73,{1: 60507},0,60507,0,0,0,0
1980,SH121980,NONAME,1980-02-01 12:00,1980-02-07 00:00,OFCL,Reunion,REU,Arrondissement_du_vent,REU,1219,0.09,{0: 1219},1219,0,0,0,0,0
1980,SH121980,NONAME,1980-02-01 12:00,1980-02-07 00:00,OFCL,Reunion,REU,Arrondissement_souse_le_vent,REU,27176,13.55,{0: 27176},27176,0,0,0,0,0
