tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,adm1_name,adm1_code,population,loss,wind_cat,wind_cat_0,wind_cat_1,wind_cat_2,wind_cat_3,wind_cat_4,wind_cat_5
2007,SH052007,BONDO,2006-12-16 00:00,2006-12-26 18:00,OFCL,Madagascar,MDG,Alaotra Mangoro,MDG,11120,7.21,{0: 11120},11120,0,0,0,0,0
2007,SH052007,BONDO,2006-12-16 00:00,2006-12-26 18:00,OFCL,Madagascar,MDG,Amoron'i Mania,MDG,6,0.0,{0: 6},6,0,0,0,0,0
2007,SH052007,BONDO,2006-12-16 00:00,2006-12-26 18:00,OFCL,Madagascar,MDG,Analamanga,MDG,772511,4918.13,"{0: 749021, 1: 23490}",749021,23490,0,0,0,0
2007,SH052007,BONDO,2006-12-16 00:00,2006-12-26 18:00,OFCL,Madagascar,MDG,Analanjirofo,MDG,69922,412.89,"{0: 69575, 1: 347}",69575,347,0,0,0,0
2007,SH052007,BONDO,2006-12-16 00:00,2006-12-26 18:00,OFCL,Madagascar,MDG,Betsiboka,MDG,248976,69860.5,"{0: 104276, 1: 144700}",104276,144700,0,0,0,0
2007,SH052007,BONDO,2006-12-16 00:00,2006-12-26 18:00,OFCL,Madagascar,MDG,Boeny,MDG,983403,8643180.5,"{0: 50912, 1: 430940, 2: 473625, 3: 27926}",50912,430940,473625,27926,0,0
2007,SH052007,BONDO,2006-12-16 00:00,2006-12-26 18:00,OFCL,Madagascar,MDG,Bongolava,MDG,575391,18455.32,"{0: 502383, 1: 73008}",502383,73008,0,0,0,0
2007,SH052007,BONDO,2006-12-16 00:00,2006-12-26 18:00,OFCL,Madagascar,MDG,Diana,MDG,862898,106027221.76,"{1: 52301, 2: 336987, 3: 405655, 4: 67834, 5: 121}",0,52301,336987,405655,67834,121
2007,SH052007,BONDO,2006-12-16 00:00,2006-12-26 18:00,OFCL,Madagascar,MDG,Itasy,MDG,434365,537.53,{0: 434365},434365,0,0,0,0,0
2007,SH052007,BONDO,2006-12-16 00:00,2006-12-26 18:00,OFCL,Madagascar,MDG,Melaky,MDG,20139,234.57,"{0: 19058, 1: 1081}",19058,1081,0,0,0,0
2007,SH052007,BONDO,2006-12-16 00:00,2006-12-26 18:00,OFCL,Madagascar,MDG,Menabe,MDG,13500,16.08,{0: 13500},13500,0,0,0,0,0
2007,SH052007,BONDO,2006-12-16 00:00,2006-12-26 18:00,OFCL,Madagascar,MDG,Sava,MDG,767820,401069.16,"{0: 544195, 1: 211257, 2: 12368}",544195,211257,12368,0,0,0
2007,SH052007,BONDO,2006-12-16 00:00,2006-12-26 18:00,OFCL,Madagascar,MDG,Sofia,MDG,1394338,8396819.63,"{0: 560698, 1: 640690, 2: 156086, 3: 36864}",560698,640690,156086,36864,0,0
2007,SH052007,BONDO,2006-12-16 00:00,2006-12-26 18:00,OFCL,Madagascar,MDG,Vakinakaratra,MDG,294782,33.68,{0: 294782},294782,0,0,0,0,0
2007,SH052007,BONDO,2006-12-16 00:00,2006-12-26 18:00,OFCL,Seychelles,SYC,Aldabra,SYC,0,67244.95,{3: 0},0,0,0,0,0,0
2007,SH052007,BONDO,2006-12-16 00:00,2006-12-26 18:00,OFCL,Seychelles,SYC,Cosmoledo,SYC,0,56734.77,{4: 0},0,0,0,0,0,0
2007,SH052007,BONDO,2006-12-16 00:00,2006-12-26 18:00,OFCL,Seychelles,SYC,Farquhar,SYC,10,5427841.47,{4: 10},0,0,0,0,10,0
2007,SH052007,BONDO,2006-12-16 00:00,2006-12-26 18:00,OFCL,Seychelles,SYC,Grand Anse Mahe,SYC,0,89862.31,{4: 0},0,0,0,0,0,0
2007,SH052007,BONDO,2006-12-16 00:00,2006-12-26 18:00,OFCL,Seychelles,SYC,Providence,SYC,1,332862.24,"{3: 0, 4: 1}",0,0,0,0,1,0
2007,SH052007,BONDO,2006-12-16 00:00,2006-12-26 18:00,OFCL,Tanzania,TZA,Arusha,TZA,0,12179120.42,"{4: 0, 5: 0}",0,0,0,0,0,0
