tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,population,loss,wind_cat,wind_cat_0,wind_cat_1,wind_cat_2,wind_cat_3,wind_cat_4,wind_cat_5
1982,SH081982,NONAME,1982-01-06 00:00,1982-01-21 00:00,OFCL,Mauritius,MUS,43525,161112130.26,{3: 43525},0,0,0,43525,0,0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,5320723,23850.54,"{0: 5261490, 1: 59233}",5261490,59233,0,0,0,0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Mozambique,MOZ,231396,8.53,{0: 231396},231396,0,0,0,0,0
1982,SH201982,NONAME,1982-02-22 12:00,1982-02-25 12:00,OFCL,Madagascar,MDG,1965,7.12,{0: 1965},1965,0,0,0,0,0
1982,SH241982,NONAME,1982-03-16 06:00,1982-03-25 18:00,OFCL,Madagascar,MDG,9428285,49975896.99,"{0: 3264680, 1: 3623928, 2: 2433474, 3: 106203}",3264680,3623928,2433474,106203,0,0
1982,SH241982,NONAME,1982-03-16 06:00,1982-03-25 18:00,OFCL,Mozambique,MOZ,5161749,3429456.93,"{0: 3360164, 1: 1468987, 2: 332598}",3360164,1468987,332598,0,0,0
1983,SH041983,NONAME,1982-11-29 12:00,1982-12-06 00:00,OFCL,Mauritius,MUS,262463,633.32,{0: 262463},262463,0,0,0,0,0
1983,SH041983,NONAME,1982-11-29 12:00,1982-12-06 00:00,OFCL,Seychelles,SYC,0,11.51,{0: 0},0,0,0,0,0,0
1983,SH081983,NONAME,1983-01-10 00:00,1983-01-16 12:00,OFCL,Comoros,COM,611623,114047.14,"{0: 113172, 1: 498451}",113172,498451,0,0,0,0
1983,SH081983,NONAME,1983-01-10 00:00,1983-01-16 12:00,OFCL,Madagascar,MDG,1009,729.15,{0: 1009},1009,0,0,0,0,0
1983,SH081983,NONAME,1983-01-10 00:00,1983-01-16 12:00,OFCL,Mozambique,MOZ,7027857,8829912.39,"{0: 2444821, 1: 3318247, 2: 1264789}",2444821,3318247,1264789,0,0,0
1983,SH081983,NONAME,1983-01-10 00:00,1983-01-16 12:00,OFCL,Mayotte,MYT,72307,62.81,{0: 72307},72307,0,0,0,0,0
1984,SH071984,NONAME,1983-12-05 18:00,1983-12-16 06:00,OFCL,Comoros,COM,133081,7253.63,"{0: 115091, 1: 17990}",115091,17990,0,0,0,0
1984,SH071984,NONAME,1983-12-05 18:00,1983-12-16 06:00,OFCL,Madagascar,MDG,9137385,177478611.33,"{0: 5700677, 1: 2090314, 2: 860372, 3: 482534, 4: 3488}",5700677,2090314,860372,482534,3488,0
1984,SH071984,NONAME,1983-12-05 18:00,1983-12-16 06:00,OFCL,Mayotte,MYT,256777,43839773.78,"{1: 37217, 2: 219560}",0,37217,219560,0,0,0
1984,SH071984,NONAME,1983-12-05 18:00,1983-12-16 06:00,OFCL,Seychelles,SYC,47,3179684.62,"{0: 33, 1: 1, 2: 3, 4: 10}",33,1,3,0,10,0
1984,SH071984,NONAME,1983-12-05 18:00,1983-12-16 06:00,OFCL,Tanzania,TZA,0,4213439.8,"{3: 0, 4: 0}",0,0,0,0,0,0
1984,SH091984,NONAME,1983-12-19 00:00,1983-12-27 12:00,OFCL,Mauritius,MUS,1227900,1266985296.69,{3: 1227900},0,0,0,1227900,0,0
1984,SH091984,NONAME,1983-12-19 00:00,1983-12-27 12:00,OFCL,Reunion,REU,704518,4554204.49,"{0: 46209, 1: 647094, 2: 11215}",46209,647094,11215,0,0,0
1984,SH141984,NONAME,1984-01-19 00:00,1984-01-29 12:00,OFCL,Madagascar,MDG,4646264,96804.69,"{0: 4110237, 1: 536027}",4110237,536027,0,0,0,0
1984,SH141984,NONAME,1984-01-19 00:00,1984-01-29 12:00,OFCL,Mozambique,MOZ,4797698,3978899.93,"{0: 2634014, 1: 1754106, 2: 409578}",2634014,1754106,409578,0,0,0
1984,SH321984,NONAME,1984-04-03 18:00,1984-04-15 06:00,OFCL,Comoros,COM,571268,3276509.34,"{0: 224991, 1: 291804, 2: 51353, 3: 3120}",224991,291804,51353,3120,0,0
1984,SH321984,NONAME,1984-04-03 18:00,1984-04-15 06:00,OFCL,Madagascar,MDG,7289996,203634467.67,"{0: 1895984, 1: 2608147, 2: 1902059, 3: 840686, 4: 43120}",1895984,2608147,1902059,840686,43120,0
1984,SH321984,NONAME,1984-04-03 18:00,1984-04-15 06:00,OFCL,Mayotte,MYT,256777,550419230.81,"{2: 9738, 3: 247039}",0,0,9738,247039,0,0
1984,SH321984,NONAME,1984-04-03 18:00,1984-04-15 06:00,OFCL,Seychelles,SYC,12,8.68,{0: 12},12,0,0,0,0,0
1984,SH321984,NONAME,1984-04-03 18:00,1984-04-15 06:00,OFCL,Tanzania,TZA,0,0.0,{0: 0},0,0,0,0,0,0
1985,SH101985,NONAME,1985-01-10 06:00,1985-01-21 18:00,OFCL,Mauritius,MUS,28916,2183.28,{0: 28916},28916,0,0,0,0,0
1985,SH101985,NONAME,1985-01-10 06:00,1985-01-21 18:00,OFCL,Reunion,REU,704518,40409198.14,"{1: 433910, 2: 270608}",0,433910,270608,0,0,0
1985,SH161985,NONAME,1985-01-26 00:00,1985-02-01 00:00,OFCL,Mauritius,MUS,43525,30155147.78,"{2: 31848, 3: 11677}",0,0,31848,11677,0,0
1985,SH191985,NONAME,1985-02-05 06:00,1985-02-11 06:00,OFCL,Madagascar,MDG,7591663,137182.34,"{0: 6813253, 1: 778410}",6813253,778410,0,0,0,0
1985,SH211985,NONAME,1985-02-13 00:00,1985-02-26 00:00,OFCL,Madagascar,MDG,1452039,3260.93,"{0: 1449385, 1: 2654}",1449385,2654,0,0,0,0
1985,SH211985,NONAME,1985-02-13 00:00,1985-02-26 00:00,OFCL,Mauritius,MUS,13553,432071.01,{0: 13553},13553,0,0,0,0,0
1985,SH231985,NONAME,1985-02-13 12:00,1985-02-19 00:00,OFCL,Comoros,COM,482641,290036.22,"{0: 339122, 1: 137279, 2: 6240}",339122,137279,6240,0,0,0
1985,SH231985,NONAME,1985-02-13 12:00,1985-02-19 00:00,OFCL,Madagascar,MDG,1092603,2093.14,"{0: 1084897, 1: 7706}",1084897,7706,0,0,0,0
1985,SH231985,NONAME,1985-02-13 12:00,1985-02-19 00:00,OFCL,Mayotte,MYT,256777,6971649.54,{1: 256777},0,256777,0,0,0,0
1985,SH231985,NONAME,1985-02-13 12:00,1985-02-19 00:00,OFCL,Seychelles,SYC,19,0.0,{0: 19},19,0,0,0,0,0
1985,SH331985,NONAME,1985-04-10 12:00,1985-04-19 00:00,OFCL,Mauritius,MUS,43525,104697243.94,{3: 43525},0,0,0,43525,0,0
1986,SH041986,NONAME,1986-01-06 12:00,1986-01-10 00:00,OFCL,Mozambique,MOZ,1662596,229091.72,"{0: 1455229, 1: 207367}",1455229,207367,0,0,0,0
1986,SH061986,NONAME,1986-01-07 06:00,1986-01-15 18:00,OFCL,Mauritius,MUS,43525,2680289.82,"{1: 27076, 2: 16449}",0,27076,16449,0,0,0
1986,SH061986,NONAME,1986-01-07 06:00,1986-01-15 18:00,OFCL,Seychelles,SYC,0,39667.76,{2: 0},0,0,0,0,0,0
1986,SH131986,NONAME,1986-01-30 00:00,1986-02-11 00:00,OFCL,Reunion,REU,704518,6883932.64,"{0: 12829, 1: 654543, 2: 37146}",12829,654543,37146,0,0,0
1986,SH251986,NONAME,1986-03-07 12:00,1986-03-20 00:00,OFCL,Madagascar,MDG,13209354,189770047.08,"{0: 2181151, 1: 2968608, 2: 6815185, 3: 1244410}",2181151,2968608,6815185,1244410,0,0
1986,SH271986,NONAME,1986-03-25 12:00,1986-04-02 00:00,OFCL,Mauritius,MUS,43525,14459.27,"{0: 43469, 1: 56}",43469,56,0,0,0,0
1987,SH171987,NONAME,1987-02-10 12:00,1987-02-16 00:00,OFCL,Mauritius,MUS,1118016,98660.78,"{0: 1057462, 1: 60554}",1057462,60554,0,0,0,0
1987,SH171987,NONAME,1987-02-10 12:00,1987-02-16 00:00,OFCL,Reunion,REU,704518,10060817.11,"{0: 816, 1: 689268, 2: 14434}",816,689268,14434,0,0,0
1987,SH241987,NONAME,1987-04-22 06:00,1987-04-26 18:00,OFCL,Madagascar,MDG,58,0.03,{0: 58},58,0,0,0,0,0
1988,SH021988,NONAME,1987-11-20 18:00,1987-11-26 06:00,OFCL,Comoros,COM,4158,0.0,{0: 4158},4158,0,0,0,0,0
1988,SH021988,NONAME,1987-11-20 18:00,1987-11-26 06:00,OFCL,Mozambique,MOZ,752151,1588.34,"{0: 745489, 1: 6662}",745489,6662,0,0,0,0
1988,SH081988,NONAME,1988-01-11 18:00,1988-01-18 18:00,OFCL,Madagascar,MDG,8132957,4003903.47,"{0: 5916821, 1: 2018370, 2: 197766}",5916821,2018370,197766,0,0,0
1988,SH091988,NONAME,1988-01-21 00:00,1988-02-01 12:00,OFCL,Madagascar,MDG,2310597,220966.58,"{0: 1607007, 1: 703190, 2: 400}",1607007,703190,400,0,0,0
1988,SH091988,NONAME,1988-01-21 00:00,1988-02-01 12:00,OFCL,Mozambique,MOZ,3202,0.12,{0: 3202},3202,0,0,0,0,0
1988,SH141988,NONAME,1988-02-24 06:00,1988-03-02 06:00,OFCL,Madagascar,MDG,331473,61.95,{0: 331473},331473,0,0,0,0,0
1988,SH141988,NONAME,1988-02-24 06:00,1988-03-02 06:00,OFCL,Mozambique,MOZ,6272637,32426996.7,"{0: 3173660, 1: 1964128, 2: 821996, 3: 312853}",3173660,1964128,821996,312853,0,0
1988,SH161988,NONAME,1988-03-12 00:00,1988-03-24 00:00,OFCL,Mauritius,MUS,32538,136.23,{0: 32538},32538,0,0,0,0,0
1988,SH171988,NONAME,1988-03-17 00:00,1988-03-20 18:00,OFCL,Seychelles,SYC,11,571.09,"{0: 3, 1: 8}",3,8,0,0,0,0
1988,SH181988,NONAME,1988-03-25 00:00,1988-04-01 06:00,OFCL,Madagascar,MDG,713705,639.67,"{0: 712643, 1: 1062}",712643,1062,0,0,0,0
1989,SH061989,NONAME,1989-01-06 06:00,1989-01-15 06:00,OFCL,Madagascar,MDG,10286712,33597782.34,"{0: 6295258, 1: 2961523, 2: 695263, 3: 334668}",6295258,2961523,695263,334668,0,0
1989,SH061989,NONAME,1989-01-06 06:00,1989-01-15 06:00,OFCL,Mozambique,MOZ,3753699,24026.85,"{0: 3470804, 1: 282895}",3470804,282895,0,0,0,0
1989,SH081989,NONAME,1989-01-24 06:00,1989-02-01 06:00,OFCL,Mauritius,MUS,1255377,2752991271.85,"{0: 27477, 3: 1224101, 4: 3799}",27477,0,0,1224101,3799,0
1989,SH081989,NONAME,1989-01-24 06:00,1989-02-01 06:00,OFCL,Reunion,REU,704518,2642413477.18,"{3: 645629, 4: 58889}",0,0,0,645629,58889,0
1989,SH181989,NONAME,1989-03-07 12:00,1989-03-11 12:00,OFCL,Madagascar,MDG,275580,84.9,{0: 275580},275580,0,0,0,0,0
1989,SH191989,NONAME,1989-03-21 06:00,1989-03-31 06:00,OFCL,Madagascar,MDG,13403174,12857218.92,"{0: 5115371, 1: 7638708, 2: 649095}",5115371,7638708,649095,0,0,0
1989,SH211989,NONAME,1989-03-26 12:00,1989-04-09 00:00,OFCL,Mauritius,MUS,1271425,16029559.91,"{0: 751978, 1: 475922, 2: 43525}",751978,475922,43525,0,0,0
1989,SH211989,NONAME,1989-03-26 12:00,1989-04-09 00:00,OFCL,Reunion,REU,166514,766.98,{0: 166514},166514,0,0,0,0,0
1990,SH081990,NONAME,1989-12-14 18:00,1990-01-05 18:00,OFCL,Madagascar,MDG,16285065,81443774.3,"{0: 8086985, 1: 5159394, 2: 2933449, 3: 105237}",8086985,5159394,2933449,105237,0,0
1990,SH081990,NONAME,1989-12-14 18:00,1990-01-05 18:00,OFCL,Seychelles,SYC,0,6.68,{0: 0},0,0,0,0,0,0
1990,SH081990,NONAME,1989-12-14 18:00,1990-01-05 18:00,OFCL,Tanzania,TZA,0,850705.61,{3: 0},0,0,0,0,0,0
1990,SH181990,NONAME,1990-02-26 18:00,1990-03-08 06:00,OFCL,Mauritius,MUS,43525,539878.0,{1: 43525},0,43525,0,0,0,0
1990,SH271990,NONAME,1990-04-10 12:00,1990-04-14 18:00,OFCL,Comoros,COM,3900,0.38,{0: 3900},3900,0,0,0,0,0
1990,SH271990,NONAME,1990-04-10 12:00,1990-04-14 18:00,OFCL,Madagascar,MDG,1864845,93215.99,"{0: 1437675, 1: 427170}",1437675,427170,0,0,0,0
1990,SH271990,NONAME,1990-04-10 12:00,1990-04-14 18:00,OFCL,Mayotte,MYT,196778,2681.73,{0: 196778},196778,0,0,0,0,0
1990,SH271990,NONAME,1990-04-10 12:00,1990-04-14 18:00,OFCL,Seychelles,SYC,33,6.67,{0: 33},33,0,0,0,0,0
1990,SH291990,NONAME,1990-05-09 18:00,1990-05-23 18:00,OFCL,Tanzania,TZA,0,2904.8,{1: 0},0,0,0,0,0,0
1991,SH081991,NONAME,1991-01-13 00:00,1991-02-04 18:00,OFCL,Mauritius,MUS,43525,858305906.75,{4: 43525},0,0,0,0,43525,0
1991,SH101991,NONAME,1991-02-16 00:00,1991-02-18 06:00,OFCL,Madagascar,MDG,5316086,916504.27,"{0: 3840799, 1: 1473749, 2: 1538}",3840799,1473749,1538,0,0,0
1992,SH021992,NONAME,1991-10-11 12:00,1991-10-21 06:00,OFCL,Madagascar,MDG,489,0.06,{0: 489},489,0,0,0,0,0
1992,SH101992,NONAME,1991-12-30 18:00,1992-01-02 18:00,OFCL,Madagascar,MDG,630709,983.95,"{0: 630685, 1: 24}",630685,24,0,0,0,0
1993,SH101993,NONAME,1993-01-11 12:00,1993-01-21 12:00,OFCL,Mauritius,MUS,1227900,1911622.05,"{0: 23149, 1: 1204751}",23149,1204751,0,0,0,0
1993,SH101993,NONAME,1993-01-11 12:00,1993-01-21 12:00,OFCL,Reunion,REU,704518,3669743498.73,"{3: 344068, 4: 360060, 5: 390}",0,0,0,344068,360060,390
1993,SH111993,NONAME,1993-01-16 12:00,1993-01-21 00:00,OFCL,Madagascar,MDG,313766,869.7,{0: 313766},313766,0,0,0,0,0
1993,SH121993,NONAME,1993-01-16 00:00,1993-01-30 00:00,OFCL,Mauritius,MUS,838814,38971.64,"{0: 837359, 1: 1455}",837359,1455,0,0,0,0
1994,SH031994,NONAME,1993-12-11 00:00,1993-12-21 12:00,OFCL,Mauritius,MUS,678992,5739.87,"{0: 678992, 1: 0}",678992,0,0,0,0,0
1994,SH031994,NONAME,1993-12-11 00:00,1993-12-21 12:00,OFCL,Reunion,REU,281931,2558.19,"{0: 280696, 1: 1235}",280696,1235,0,0,0,0
1994,SH081994,NONAME,1994-01-08 12:00,1994-01-16 06:00,OFCL,Madagascar,MDG,15300529,509227463.16,"{0: 2620866, 1: 3897776, 2: 6294844, 3: 2487043}",2620866,3897776,6294844,2487043,0,0
1994,SH081994,NONAME,1994-01-08 12:00,1994-01-16 06:00,OFCL,Reunion,REU,5126,0.16,{0: 5126},5126,0,0,0,0,0
1994,SH131994,NONAME,1994-01-25 12:00,1994-02-05 00:00,OFCL,Madagascar,MDG,13718614,616463897.96,"{0: 2548260, 1: 2613100, 2: 3577889, 3: 4877964, 4: 101401}",2548260,2613100,3577889,4877964,101401,0
1994,SH151994,NONAME,1994-02-05 06:00,1994-02-14 12:00,OFCL,Mauritius,MUS,1227900,6687257323.9,"{3: 152457, 4: 1075443}",0,0,0,152457,1075443,0
1994,SH151994,NONAME,1994-02-05 06:00,1994-02-14 12:00,OFCL,Reunion,REU,704518,4764614137.76,"{3: 454362, 4: 249719, 5: 437}",0,0,0,454362,249719,437
1994,SH161994,NONAME,1994-02-06 00:00,1994-02-19 18:00,OFCL,Mauritius,MUS,43525,1938402.28,"{1: 41809, 2: 1716}",0,41809,1716,0,0,0
1994,SH191994,NONAME,1994-03-05 18:00,1994-03-10 18:00,OFCL,Reunion,REU,181111,78.62,{0: 181111},181111,0,0,0,0,0
1994,SH201994,NONAME,1994-03-05 00:00,1994-03-17 18:00,OFCL,Madagascar,MDG,14304467,638330946.14,"{0: 2637981, 1: 2861999, 2: 5798671, 3: 2867867, 4: 137949}",2637981,2861999,5798671,2867867,137949,0
1994,SH201994,NONAME,1994-03-05 00:00,1994-03-17 18:00,OFCL,Mauritius,MUS,1044758,356022.28,"{0: 1017979, 1: 26779}",1017979,26779,0,0,0,0
1994,SH201994,NONAME,1994-03-05 00:00,1994-03-17 18:00,OFCL,Reunion,REU,368557,5258.46,"{0: 365949, 1: 2608}",365949,2608,0,0,0,0
1994,SH231994,NONAME,1994-03-17 18:00,1994-04-02 00:00,OFCL,Comoros,COM,300050,1428.83,"{0: 294412, 1: 5638}",294412,5638,0,0,0,0
1994,SH231994,NONAME,1994-03-17 18:00,1994-04-02 00:00,OFCL,Madagascar,MDG,5359647,207046828.34,"{0: 1819932, 1: 1647125, 2: 789576, 3: 1048490, 4: 54524}",1819932,1647125,789576,1048490,54524,0
1994,SH231994,NONAME,1994-03-17 18:00,1994-04-02 00:00,OFCL,Mozambique,MOZ,8822048,62559839.26,"{0: 2911733, 1: 2584565, 2: 2451370, 3: 874380}",2911733,2584565,2451370,874380,0,0
1994,SH231994,NONAME,1994-03-17 18:00,1994-04-02 00:00,OFCL,Mayotte,MYT,256777,4781485.93,"{1: 249702, 2: 7075}",0,249702,7075,0,0,0
1994,SH231994,NONAME,1994-03-17 18:00,1994-04-02 00:00,OFCL,Tanzania,TZA,0,7.16,{0: 0},0,0,0,0,0,0
1994,SH261994,NONAME,1994-03-26 18:00,1994-04-14 06:00,OFCL,Mauritius,MUS,43525,22212211.09,{2: 43525},0,0,43525,0,0,0
1995,SH021995,NONAME,1994-11-21 06:00,1994-12-02 06:00,OFCL,Mauritius,MUS,43525,27922930.59,"{2: 31395, 3: 12130}",0,0,31395,12130,0,0
1995,SH061995,NONAME,1994-12-30 12:00,1995-01-06 12:00,OFCL,Mauritius,MUS,1147904,174697.94,"{0: 1036043, 1: 111861}",1036043,111861,0,0,0,0
1995,SH061995,NONAME,1994-12-30 12:00,1995-01-06 12:00,OFCL,Reunion,REU,698,0.0,{0: 698},698,0,0,0,0,0
1995,SH071995,NONAME,1995-01-04 18:00,1995-01-09 18:00,OFCL,Mauritius,MUS,565888,7054.73,{0: 565888},565888,0,0,0,0,0
1995,SH081995,NONAME,1995-01-16 18:00,1995-01-30 12:00,OFCL,Mauritius,MUS,43163,4623.23,{0: 43163},43163,0,0,0,0,0
1995,SH131995,NONAME,1995-02-21 18:00,1995-03-02 00:00,OFCL,Mauritius,MUS,1227900,6168039.49,"{0: 6593, 1: 1220217, 2: 1090}",6593,1220217,1090,0,0,0
1995,SH131995,NONAME,1995-02-21 18:00,1995-03-02 00:00,OFCL,Reunion,REU,3843,0.1,{0: 3843},3843,0,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Comoros,COM,592205,33348.77,"{0: 328677, 1: 263528}",328677,263528,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,1426499,32056.37,"{0: 1108515, 1: 317984}",1108515,317984,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mozambique,MOZ,162277,0.77,{0: 162277},162277,0,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,256777,1352992.93,"{0: 29343, 1: 227434}",29343,227434,0,0,0,0
1995,SH171995,NONAME,1995-03-04 18:00,1995-03-15 06:00,OFCL,Mauritius,MUS,1227900,24656179.4,"{1: 816733, 2: 411167}",0,816733,411167,0,0,0
1995,SH171995,NONAME,1995-03-04 18:00,1995-03-15 06:00,OFCL,Reunion,REU,704518,219908376.67,"{2: 598249, 3: 106269}",0,0,598249,106269,0,0
1996,SH141996,NONAME,1996-02-11 18:00,1996-02-19 12:00,OFCL,Comoros,COM,611822,56158968.72,"{1: 21449, 2: 125463, 3: 464910}",0,21449,125463,464910,0,0
1996,SH141996,NONAME,1996-02-11 18:00,1996-02-19 12:00,OFCL,Madagascar,MDG,1755696,267605.82,"{0: 1390681, 1: 364738, 2: 277}",1390681,364738,277,0,0,0
1996,SH141996,NONAME,1996-02-11 18:00,1996-02-19 12:00,OFCL,Mozambique,MOZ,81577,108.0,"{0: 80862, 1: 715}",80862,715,0,0,0,0
1996,SH141996,NONAME,1996-02-11 18:00,1996-02-19 12:00,OFCL,Mayotte,MYT,256777,2251190.52,"{0: 1204, 1: 255573}",1204,255573,0,0,0,0
1996,SH141996,NONAME,1996-02-11 18:00,1996-02-19 12:00,OFCL,Seychelles,SYC,36,20.91,{0: 36},36,0,0,0,0,0
1996,SH141996,NONAME,1996-02-11 18:00,1996-02-19 12:00,OFCL,Tanzania,TZA,118501,28.83,{0: 118501},118501,0,0,0,0,0
1996,SH161996,NONAME,1996-02-18 00:00,1996-02-29 18:00,OFCL,Madagascar,MDG,15454811,560047054.27,"{0: 2528353, 1: 7156818, 2: 3373178, 3: 2393604, 4: 2858}",2528353,7156818,3373178,2393604,2858,0
1996,SH161996,NONAME,1996-02-18 00:00,1996-02-29 18:00,OFCL,Mauritius,MUS,5993,1.36,{0: 5993},5993,0,0,0,0,0
1996,SH161996,NONAME,1996-02-18 00:00,1996-02-29 18:00,OFCL,Reunion,REU,26288,4.06,{0: 26288},26288,0,0,0,0,0
1996,SH171996,NONAME,1996-02-26 00:00,1996-03-04 12:00,OFCL,Mauritius,MUS,191351,164454574.45,"{0: 147826, 3: 43525}",147826,0,0,43525,0,0
1996,SH241996,NONAME,1996-04-02 00:00,1996-04-11 06:00,OFCL,Mauritius,MUS,116195,330433508.78,"{0: 72670, 3: 39176, 4: 4349}",72670,0,0,39176,4349,0
1996,SH241996,NONAME,1996-04-02 00:00,1996-04-11 06:00,OFCL,Reunion,REU,54553,23.55,{0: 54553},54553,0,0,0,0,0
1996,SH261996,NONAME,1996-04-06 12:00,1996-04-18 12:00,OFCL,Mauritius,MUS,580870,6571.97,{0: 580870},580870,0,0,0,0,0
1997,SH081997,NONAME,1996-12-01 12:00,1996-12-10 06:00,OFCL,Mauritius,MUS,1227900,895199628.13,"{2: 61965, 3: 1165935}",0,0,61965,1165935,0,0
1997,SH081997,NONAME,1996-12-01 12:00,1996-12-10 06:00,OFCL,Reunion,REU,704518,9665019.49,"{1: 676103, 2: 28415}",0,676103,28415,0,0,0
1997,SH141997,NONAME,1996-12-25 18:00,1997-01-09 00:00,OFCL,Madagascar,MDG,8437605,4779915.02,"{0: 5663964, 1: 2619538, 2: 154103}",5663964,2619538,154103,0,0,0
1997,SH201997,NONAME,1997-01-18 00:00,1997-01-31 18:00,OFCL,Madagascar,MDG,9772865,1684268954.86,"{0: 1895579, 1: 2724595, 2: 1820724, 3: 1809910, 4: 1507460, 5: 14597}",1895579,2724595,1820724,1809910,1507460,14597
