tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,population,loss,wind_cat,wind_cat_0,wind_cat_1,wind_cat_2,wind_cat_3,wind_cat_4,wind_cat_5
2007,SH032007,ANITA,2006-11-27 06:00,2006-12-04 00:00,OFCL,Comoros,COM,22836,0.26,{0: 22836},22836,0,0,0,0,0
2007,SH032007,ANITA,2006-11-27 06:00,2006-12-04 00:00,OFCL,Seychelles,SYC,13,0.05,{0: 13},13,0,0,0,0,0
