tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,population,loss,wind_cat,wind_cat_0,wind_cat_1,wind_cat_2,wind_cat_3,wind_cat_4,wind_cat_5
2020,SH022020,BELNA,2019-12-05 00:00,2019-12-11 06:00,OFCL,Madagascar,MDG,1595029,9005284.89,"{0: 845715, 1: 596640, 2: 120413, 3: 32261}",845715,596640,120413,32261,0,0
2020,SH022020,BELNA,2019-12-05 00:00,2019-12-11 06:00,OFCL,Seychelles,SYC,22,1697154.95,"{0: 19, 3: 3}",19,0,0,3,0,0
