tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,adm1_name,adm1_code,adm2_name,adm2_code,population,loss,wind_cat,wind_cat_0,wind_cat_1,wind_cat_2,wind_cat_3,wind_cat_4,wind_cat_5
2008,SH162008,HONDO,2008-02-02 06:00,2008-02-25 12:00,OFCL,Mauritius,MUS,,No Adm1,,No Adm2,307,965.06,{1: 307},0,307,0,0,0,0
2008,SH162008,HONDO,2008-02-02 06:00,2008-02-25 12:00,OFCL,Mauritius,MUS,Black River,MUS.2_1,,No Adm2,72490,937988.44,{1: 72490},0,72490,0,0,0,0
2008,SH162008,HONDO,2008-02-02 06:00,2008-02-25 12:00,OFCL,Mauritius,MUS,Flacq,MUS.3_1,,No Adm2,148203,1040286.3,{1: 148203},0,148203,0,0,0,0
2008,SH162008,HONDO,2008-02-02 06:00,2008-02-25 12:00,OFCL,Mauritius,MUS,Grand Port,MUS.4_1,,No Adm2,117962,755076.36,{1: 117962},0,117962,0,0,0,0
2008,SH162008,HONDO,2008-02-02 06:00,2008-02-25 12:00,OFCL,Mauritius,MUS,Moka,MUS.5_1,,No Adm2,144916,688979.12,{1: 144916},0,144916,0,0,0,0
2008,SH162008,HONDO,2008-02-02 06:00,2008-02-25 12:00,OFCL,Mauritius,MUS,Pamplemousses,MUS.6_1,,No Adm2,165109,1090797.8,{1: 165109},0,165109,0,0,0,0
2008,SH162008,HONDO,2008-02-02 06:00,2008-02-25 12:00,OFCL,Mauritius,MUS,Plaines Wilhems,MUS.7_1,,No Adm2,294342,839298.35,{1: 294342},0,294342,0,0,0,0
2008,SH162008,HONDO,2008-02-02 06:00,2008-02-25 12:00,OFCL,Mauritius,MUS,Port Louis,MUS.8_1,,No Adm2,100326,180510.27,{1: 100326},0,100326,0,0,0,0
2008,SH162008,HONDO,2008-02-02 06:00,2008-02-25 12:00,OFCL,Mauritius,MUS,Riviere Du Rempart,MUS,,No Adm2,123738,563840.99,{1: 123738},0,123738,0,0,0,0
2008,SH162008,HONDO,2008-02-02 06:00,2008-02-25 12:00,OFCL,Mauritius,MUS,Savanne,MUS.12_1,,No Adm2,60507,412884.26,{1: 60507},0,60507,0,0,0,0
2008,SH162008,HONDO,2008-02-02 06:00,2008-02-25 12:00,OFCL,Reunion,REU,Arrondissement_du_vent,REU,,No Adm2,210515,118501.14,"{0: 166816, 1: 43699}",166816,43699,0,0,0,0
2008,SH162008,HONDO,2008-02-02 06:00,2008-02-25 12:00,OFCL,Reunion,REU,Arrondissement_souse_le_vent,REU,,No Adm2,361014,262223.99,"{0: 292786, 1: 68228}",292786,68228,0,0,0,0
