tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,adm1_name,adm1_code,population,loss,wind_cat
2026,SH192026,FYTIA,2026-01-28 12:00,2026-02-04 18:00,JTWC,Comoros,COM,Mwali,COM.1_1,70075,7419.47840438887,"{0: 68458, 1: 1617}"
2026,SH192026,FYTIA,2026-01-28 12:00,2026-02-04 18:00,JTWC,Comoros,COM,Njazídja,COM.2_1,10791,113.53323534533807,{0: 10791}
2026,SH192026,FYTIA,2026-01-28 12:00,2026-02-04 18:00,JTWC,Comoros,COM,Nzwani,COM.3_1,9031,404.8160267783574,"{0: 8977, 1: 54}"
2026,SH192026,FYTIA,2026-01-28 12:00,2026-02-04 18:00,JTWC,Madagascar,MDG,Antananarivo,MDG.1_1,1815388,18384454.671702858,"{0: 338363, 1: 1256639, 2: 209339, 3: 11047}"
2026,SH192026,FYTIA,2026-01-28 12:00,2026-02-04 18:00,JTWC,Madagascar,MDG,Antsiranana,MDG.2_1,25211,970.756977124478,"{0: 25190, 1: 21}"
2026,SH192026,FYTIA,2026-01-28 12:00,2026-02-04 18:00,JTWC,Madagascar,MDG,Fianarantsoa,MDG.3_1,107149,304.73033801977084,{0: 107149}
2026,SH192026,FYTIA,2026-01-28 12:00,2026-02-04 18:00,JTWC,Madagascar,MDG,Mahajanga,MDG.4_1,705147,335956197.243649,"{0: 143867, 1: 190664, 2: 115020, 3: 223595, 4: 31999, 5: 2}"
2026,SH192026,FYTIA,2026-01-28 12:00,2026-02-04 18:00,JTWC,Madagascar,MDG,Toamasina,MDG.5_1,919676,9592593.023050899,"{0: 381046, 1: 345855, 2: 192764, 3: 11}"
2026,SH192026,FYTIA,2026-01-28 12:00,2026-02-04 18:00,JTWC,Madagascar,MDG,Toliary,MDG.6_1,19440,15652.744838140634,"{0: 12991, 1: 6449}"
2026,SH192026,FYTIA,2026-01-28 12:00,2026-02-04 18:00,JTWC,Mayotte,MYT,Acoua,MYT.1_1,2017,327032.78082954756,"{0: 1, 1: 2016}"
2026,SH192026,FYTIA,2026-01-28 12:00,2026-02-04 18:00,JTWC,Mayotte,MYT,Bandraboua,MYT.2_1,3856,30977.78605345652,"{0: 3161, 1: 695}"
2026,SH192026,FYTIA,2026-01-28 12:00,2026-02-04 18:00,JTWC,Mayotte,MYT,Bandrele,MYT.3_1,3722,320872.6556957468,"{0: 2375, 1: 1347}"
2026,SH192026,FYTIA,2026-01-28 12:00,2026-02-04 18:00,JTWC,Mayotte,MYT,Boueni,MYT.4_1,2685,871334.405337777,{1: 2685}
2026,SH192026,FYTIA,2026-01-28 12:00,2026-02-04 18:00,JTWC,Mayotte,MYT,Chiconi,MYT.5_1,2213,222811.7054605643,{1: 2213}
2026,SH192026,FYTIA,2026-01-28 12:00,2026-02-04 18:00,JTWC,Mayotte,MYT,Chirongui,MYT.6_1,2880,84899.08817634673,"{0: 12, 1: 2868}"
2026,SH192026,FYTIA,2026-01-28 12:00,2026-02-04 18:00,JTWC,Mayotte,MYT,Dembeni,MYT.7_1,973,9370.290817970461,"{0: 943, 1: 30}"
2026,SH192026,FYTIA,2026-01-28 12:00,2026-02-04 18:00,JTWC,Mayotte,MYT,Dzaoudzi,MYT.8_1,6475,1707176.4212054228,"{0: 2522, 1: 3953}"
2026,SH192026,FYTIA,2026-01-28 12:00,2026-02-04 18:00,JTWC,Mayotte,MYT,Kani-Keli,MYT.9_1,3311,190148.2441068693,"{0: 3, 1: 3308}"
2026,SH192026,FYTIA,2026-01-28 12:00,2026-02-04 18:00,JTWC,Mayotte,MYT,Koungou,MYT.10_1,6906,783716.4310943598,"{0: 2932, 1: 3974}"
2026,SH192026,FYTIA,2026-01-28 12:00,2026-02-04 18:00,JTWC,Mayotte,MYT,M'tsangamouji,MYT.11_1,2251,320789.0664218251,"{0: 72, 1: 2179}"
2026,SH192026,FYTIA,2026-01-28 12:00,2026-02-04 18:00,JTWC,Mayotte,MYT,Mamoudzou,MYT.12_1,8671,102720.46836048145,"{0: 8661, 1: 10}"
2026,SH192026,FYTIA,2026-01-28 12:00,2026-02-04 18:00,JTWC,Mayotte,MYT,Mtsamboro,MYT.13_1,3313,111115.30428472863,{1: 3313}
2026,SH192026,FYTIA,2026-01-28 12:00,2026-02-04 18:00,JTWC,Mayotte,MYT,Ouangani,MYT.14_1,1874,5968.984746625448,{1: 1874}
