tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,adm1_name,adm1_code,population,loss,wind_cat,wind_cat_0,wind_cat_1,wind_cat_2,wind_cat_3,wind_cat_4,wind_cat_5
1984,SH091984,NONAME,1983-12-19 00:00,1983-12-27 12:00,OFCL,Mauritius,MUS,,No Adm1,307,171633.53,{3: 307},0,0,0,307,0,0
1984,SH091984,NONAME,1983-12-19 00:00,1983-12-27 12:00,OFCL,Mauritius,MUS,Black River,MUS.2_1,72490,184174755.24,{3: 72490},0,0,0,72490,0,0
1984,SH091984,NONAME,1983-12-19 00:00,1983-12-27 12:00,OFCL,Mauritius,MUS,Flacq,MUS.3_1,148203,107878123.17,{3: 148203},0,0,0,148203,0,0
1984,SH091984,NONAME,1983-12-19 00:00,1983-12-27 12:00,OFCL,Mauritius,MUS,Grand Port,MUS.4_1,117962,102920568.53,{3: 117962},0,0,0,117962,0,0
1984,SH091984,NONAME,1983-12-19 00:00,1983-12-27 12:00,OFCL,Mauritius,MUS,Moka,MUS.5_1,144916,124862543.95,{3: 144916},0,0,0,144916,0,0
1984,SH091984,NONAME,1983-12-19 00:00,1983-12-27 12:00,OFCL,Mauritius,MUS,Pamplemousses,MUS.6_1,165109,276896293.93,{3: 165109},0,0,0,165109,0,0
1984,SH091984,NONAME,1983-12-19 00:00,1983-12-27 12:00,OFCL,Mauritius,MUS,Plaines Wilhems,MUS.7_1,294342,193661010.36,{3: 294342},0,0,0,294342,0,0
1984,SH091984,NONAME,1983-12-19 00:00,1983-12-27 12:00,OFCL,Mauritius,MUS,Port Louis,MUS.8_1,100326,61370937.08,{3: 100326},0,0,0,100326,0,0
1984,SH091984,NONAME,1983-12-19 00:00,1983-12-27 12:00,OFCL,Mauritius,MUS,Riviere Du Rempart,MUS,123738,126998042.86,{3: 123738},0,0,0,123738,0,0
1984,SH091984,NONAME,1983-12-19 00:00,1983-12-27 12:00,OFCL,Mauritius,MUS,Savanne,MUS.12_1,60507,88051388.03,{3: 60507},0,0,0,60507,0,0
1984,SH091984,NONAME,1983-12-19 00:00,1983-12-27 12:00,OFCL,Reunion,REU,Arrondissement_du_vent,REU,256754,591823.59,"{0: 28127, 1: 227192, 2: 1435}",28127,227192,1435,0,0,0
1984,SH091984,NONAME,1983-12-19 00:00,1983-12-27 12:00,OFCL,Reunion,REU,Arrondissement_souse_le_vent,REU,447764,3962380.9,"{0: 18082, 1: 419902, 2: 9780}",18082,419902,9780,0,0,0
