tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,population,loss,wind_cat
2025,SH072025,DIKELEDI,2024-12-29 12:00,2025-01-17 18:00,JTWC,Madagascar,MDG,762403,45464468.85142605,"{0: 321457, 1: 198139, 2: 122426, 3: 120381}"
2025,SH072025,DIKELEDI,2024-12-29 12:00,2025-01-17 18:00,JTWC,Mozambique,MOZ,736383,7832201.031437768,"{0: 258183, 1: 367932, 2: 92925, 3: 17343}"
