tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,adm1_name,adm1_code,population,loss,wind_cat
2008,SH162008,HONDO,2008-02-02 06:00,2008-02-25 12:00,OFCL,Mauritius,MUS,Black River,MUS.2_1,94560,870217.16,{1: 94560}
2008,SH162008,HONDO,2008-02-02 06:00,2008-02-25 12:00,OFCL,Mauritius,MUS,Flacq,MUS.3_1,140810,804060.81,{1: 140810}
2008,SH162008,HONDO,2008-02-02 06:00,2008-02-25 12:00,OFCL,Mauritius,MUS,Grand Port,MUS.4_1,113523,490546.89,{1: 113523}
2008,SH162008,HONDO,2008-02-02 06:00,2008-02-25 12:00,OFCL,Mauritius,MUS,Moka,MUS.5_1,88800,464566.08,{1: 88800}
2008,SH162008,HONDO,2008-02-02 06:00,2008-02-25 12:00,OFCL,Mauritius,MUS,Pamplemousses,MUS.6_1,148742,617181.63,{1: 148742}
2008,SH162008,HONDO,2008-02-02 06:00,2008-02-25 12:00,OFCL,Mauritius,MUS,Plaines Wilhems,MUS.7_1,365517,2424681.49,{1: 365517}
2008,SH162008,HONDO,2008-02-02 06:00,2008-02-25 12:00,OFCL,Mauritius,MUS,Port Louis,MUS.8_1,111040,329301.18,{1: 111040}
2008,SH162008,HONDO,2008-02-02 06:00,2008-02-25 12:00,OFCL,Mauritius,MUS,Rivière du Rempart,MUS.9_1,113200,564647.49,{1: 113200}
2008,SH162008,HONDO,2008-02-02 06:00,2008-02-25 12:00,OFCL,Mauritius,MUS,Savanne,MUS.12_1,70087,225576.18,{1: 70087}
2008,SH162008,HONDO,2008-02-02 06:00,2008-02-25 12:00,OFCL,Reunion,REU,Saint-Benoît,REU.1_1,128622,420517.73,"{0: 40352, 1: 88193, 2: 77}"
2008,SH162008,HONDO,2008-02-02 06:00,2008-02-25 12:00,OFCL,Reunion,REU,Saint-Denis,REU.2_1,32188,11492.140000000001,"{0: 32004, 1: 184}"
2008,SH162008,HONDO,2008-02-02 06:00,2008-02-25 12:00,OFCL,Reunion,REU,Saint-Paul,REU.3_1,33759,17008.21,"{0: 32837, 1: 922}"
2008,SH162008,HONDO,2008-02-02 06:00,2008-02-25 12:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,188667,382474.76,"{0: 104072, 1: 84580, 2: 15}"
