tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,adm1_name,adm1_code,population,loss,wind_cat
2022,SH082022,BATSIRAI,2022-01-25 06:00,2022-02-09 12:00,OFCL,Madagascar,MDG,Antananarivo,MDG.1_1,7957948,236696665.60999998,"{0: 8125, 1: 769980, 2: 4726428, 3: 2440179, 4: 13236}"
2022,SH082022,BATSIRAI,2022-01-25 06:00,2022-02-09 12:00,OFCL,Madagascar,MDG,Fianarantsoa,MDG.3_1,5774874,764385159.66,"{1: 312203, 2: 1126472, 3: 2745825, 4: 1590374}"
2022,SH082022,BATSIRAI,2022-01-25 06:00,2022-02-09 12:00,OFCL,Madagascar,MDG,Mahajanga,MDG.4_1,706185,187348.33,"{0: 565482, 1: 137561, 2: 3142}"
2022,SH082022,BATSIRAI,2022-01-25 06:00,2022-02-09 12:00,OFCL,Madagascar,MDG,Toamasina,MDG.5_1,3234642,70223533.02,"{0: 477308, 1: 1586918, 2: 565151, 3: 568421, 4: 36844}"
2022,SH082022,BATSIRAI,2022-01-25 06:00,2022-02-09 12:00,OFCL,Madagascar,MDG,Toliary,MDG.6_1,4449947,6686458.54,"{0: 1863489, 1: 2306054, 2: 244123, 3: 36281}"
2022,SH082022,BATSIRAI,2022-01-25 06:00,2022-02-09 12:00,OFCL,Mauritius,MUS,Black River,MUS.2_1,94560,1448793.95,"{1: 87492, 2: 7068}"
2022,SH082022,BATSIRAI,2022-01-25 06:00,2022-02-09 12:00,OFCL,Mauritius,MUS,Flacq,MUS.3_1,140810,2491326.98,"{1: 134701, 2: 6109}"
2022,SH082022,BATSIRAI,2022-01-25 06:00,2022-02-09 12:00,OFCL,Mauritius,MUS,Grand Port,MUS.4_1,113523,2466440.06,{1: 113523}
2022,SH082022,BATSIRAI,2022-01-25 06:00,2022-02-09 12:00,OFCL,Mauritius,MUS,Moka,MUS.5_1,88800,1350588.6199999999,{1: 88800}
2022,SH082022,BATSIRAI,2022-01-25 06:00,2022-02-09 12:00,OFCL,Mauritius,MUS,Pamplemousses,MUS.6_1,148742,2842938.85,"{1: 141220, 2: 7522}"
2022,SH082022,BATSIRAI,2022-01-25 06:00,2022-02-09 12:00,OFCL,Mauritius,MUS,Plaines Wilhems,MUS.7_1,365517,5519218.4,"{1: 339488, 2: 26029}"
2022,SH082022,BATSIRAI,2022-01-25 06:00,2022-02-09 12:00,OFCL,Mauritius,MUS,Port Louis,MUS.8_1,111040,1516169.05,"{1: 110862, 2: 178}"
2022,SH082022,BATSIRAI,2022-01-25 06:00,2022-02-09 12:00,OFCL,Mauritius,MUS,Rivière du Rempart,MUS.9_1,113200,5698666.9,"{1: 14857, 2: 98343}"
2022,SH082022,BATSIRAI,2022-01-25 06:00,2022-02-09 12:00,OFCL,Mauritius,MUS,Savanne,MUS.12_1,70087,534927.77,{1: 70087}
2022,SH082022,BATSIRAI,2022-01-25 06:00,2022-02-09 12:00,OFCL,Reunion,REU,Saint-Benoît,REU.1_1,140447,7572592.49,"{1: 103326, 2: 37121}"
2022,SH082022,BATSIRAI,2022-01-25 06:00,2022-02-09 12:00,OFCL,Reunion,REU,Saint-Denis,REU.2_1,308269,11732062.790000001,"{1: 266863, 2: 41406}"
2022,SH082022,BATSIRAI,2022-01-25 06:00,2022-02-09 12:00,OFCL,Reunion,REU,Saint-Paul,REU.3_1,201260,3084552.18,"{1: 198768, 2: 2492}"
2022,SH082022,BATSIRAI,2022-01-25 06:00,2022-02-09 12:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,313164,4031952.9699999997,"{1: 310024, 2: 3140}"
