tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,adm1_name,adm1_code,population,loss,wind_cat
1997,SH081997,NONAME,1996-12-01 12:00,1996-12-10 06:00,OFCL,Mauritius,MUS,Black River,MUS.2_1,94560,63890247.31,{3: 94560}
1997,SH081997,NONAME,1996-12-01 12:00,1996-12-10 06:00,OFCL,Mauritius,MUS,Flacq,MUS.3_1,140810,31487713.86,"{2: 55056, 3: 85754}"
1997,SH081997,NONAME,1996-12-01 12:00,1996-12-10 06:00,OFCL,Mauritius,MUS,Grand Port,MUS.4_1,113523,29872703.63,"{2: 24564, 3: 88959}"
1997,SH081997,NONAME,1996-12-01 12:00,1996-12-10 06:00,OFCL,Mauritius,MUS,Moka,MUS.5_1,88800,35047381.7,{3: 88800}
1997,SH081997,NONAME,1996-12-01 12:00,1996-12-10 06:00,OFCL,Mauritius,MUS,Pamplemousses,MUS.6_1,148742,61651305.36,"{2: 1233, 3: 147509}"
1997,SH081997,NONAME,1996-12-01 12:00,1996-12-10 06:00,OFCL,Mauritius,MUS,Plaines Wilhems,MUS.7_1,365517,189152259.95,{3: 365517}
1997,SH081997,NONAME,1996-12-01 12:00,1996-12-10 06:00,OFCL,Mauritius,MUS,Port Louis,MUS.8_1,111040,59477345.19,{3: 111040}
1997,SH081997,NONAME,1996-12-01 12:00,1996-12-10 06:00,OFCL,Mauritius,MUS,Rivière du Rempart,MUS.9_1,113200,31731261.909999996,"{2: 16593, 3: 96607}"
1997,SH081997,NONAME,1996-12-01 12:00,1996-12-10 06:00,OFCL,Mauritius,MUS,Savanne,MUS.12_1,70087,18452684.87,"{2: 6116, 3: 63971}"
1997,SH081997,NONAME,1996-12-01 12:00,1996-12-10 06:00,OFCL,Reunion,REU,Saint-Benoît,REU.1_1,140447,4774484.41,"{1: 128979, 2: 11468}"
1997,SH081997,NONAME,1996-12-01 12:00,1996-12-10 06:00,OFCL,Reunion,REU,Saint-Denis,REU.2_1,308269,4302580.52,"{1: 308054, 2: 215}"
1997,SH081997,NONAME,1996-12-01 12:00,1996-12-10 06:00,OFCL,Reunion,REU,Saint-Paul,REU.3_1,201260,2457003.39,"{1: 200689, 2: 571}"
1997,SH081997,NONAME,1996-12-01 12:00,1996-12-10 06:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,313164,8251797.220000001,"{1: 301669, 2: 11495}"
