tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,adm1_name,adm1_code,population,loss,wind_cat
2025,SH112025,FAIDA,2025-01-23 06:00,2025-02-05 12:00,JTWC,Madagascar,MDG,Antananarivo,MDG.1_1,225710,379.57000000000005,{0: 225710}
2025,SH112025,FAIDA,2025-01-23 06:00,2025-02-05 12:00,JTWC,Madagascar,MDG,Fianarantsoa,MDG.3_1,177257,2089.29,{0: 177257}
2025,SH112025,FAIDA,2025-01-23 06:00,2025-02-05 12:00,JTWC,Madagascar,MDG,Mahajanga,MDG.4_1,404,0.13,{0: 404}
2025,SH112025,FAIDA,2025-01-23 06:00,2025-02-05 12:00,JTWC,Madagascar,MDG,Toamasina,MDG.5_1,1510428,51962.3,"{0: 1481143, 1: 29285}"
2025,SH112025,FAIDA,2025-01-23 06:00,2025-02-05 12:00,JTWC,Mauritius,MUS,Black River,MUS.2_1,971,6.23,{0: 971}
2025,SH112025,FAIDA,2025-01-23 06:00,2025-02-05 12:00,JTWC,Mauritius,MUS,Flacq,MUS.3_1,48149,765.47,{0: 48149}
2025,SH112025,FAIDA,2025-01-23 06:00,2025-02-05 12:00,JTWC,Mauritius,MUS,Grand Port,MUS.4_1,40248,815.97,{0: 40248}
2025,SH112025,FAIDA,2025-01-23 06:00,2025-02-05 12:00,JTWC,Mauritius,MUS,Moka,MUS.5_1,26695,27.35,{0: 26695}
2025,SH112025,FAIDA,2025-01-23 06:00,2025-02-05 12:00,JTWC,Mauritius,MUS,Pamplemousses,MUS.6_1,651,0.03,{0: 651}
2025,SH112025,FAIDA,2025-01-23 06:00,2025-02-05 12:00,JTWC,Mauritius,MUS,Plaines Wilhems,MUS.7_1,19307,45.4,{0: 19307}
2025,SH112025,FAIDA,2025-01-23 06:00,2025-02-05 12:00,JTWC,Mauritius,MUS,Rivière du Rempart,MUS.9_1,20020,355.59,{0: 20020}
2025,SH112025,FAIDA,2025-01-23 06:00,2025-02-05 12:00,JTWC,Mauritius,MUS,Savanne,MUS.12_1,20477,169.92000000000002,{0: 20477}
2025,SH112025,FAIDA,2025-01-23 06:00,2025-02-05 12:00,JTWC,Reunion,REU,Saint-Benoît,REU.1_1,14,2.59,{0: 14}
2025,SH112025,FAIDA,2025-01-23 06:00,2025-02-05 12:00,JTWC,Reunion,REU,Saint-Paul,REU.3_1,481,116.5,{0: 481}
2025,SH112025,FAIDA,2025-01-23 06:00,2025-02-05 12:00,JTWC,Reunion,REU,Saint-Pierre,REU.4_1,91,42.9,{0: 91}
