tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,adm1_name,adm1_code,population,loss,wind_cat
2021,SH122021,ELOISE,2021-01-11 18:00,2021-01-24 00:00,OFCL,Madagascar,MDG,Antananarivo,MDG.1_1,4598955,1014108.4299999999,"{0: 2192502, 1: 2406453}"
2021,SH122021,ELOISE,2021-01-11 18:00,2021-01-24 00:00,OFCL,Madagascar,MDG,Antsiranana,MDG.2_1,720925,578666.64,"{0: 391506, 1: 297389, 2: 32030}"
2021,SH122021,ELOISE,2021-01-11 18:00,2021-01-24 00:00,OFCL,Madagascar,MDG,Mahajanga,MDG.4_1,3645340,3180908.34,"{0: 873823, 1: 2764228, 2: 7289}"
2021,SH122021,ELOISE,2021-01-11 18:00,2021-01-24 00:00,OFCL,Madagascar,MDG,Toamasina,MDG.5_1,1913591,2279215.6999999997,"{0: 1106846, 1: 705624, 2: 101121}"
2021,SH122021,ELOISE,2021-01-11 18:00,2021-01-24 00:00,OFCL,Madagascar,MDG,Toliary,MDG.6_1,91591,19407.75,"{0: 61972, 1: 29619}"
2021,SH122021,ELOISE,2021-01-11 18:00,2021-01-24 00:00,OFCL,Mozambique,MOZ,Gaza,MOZ.2_1,213563,376526.22,"{0: 114640, 1: 79663, 2: 19260}"
2021,SH122021,ELOISE,2021-01-11 18:00,2021-01-24 00:00,OFCL,Mozambique,MOZ,Inhambane,MOZ.3_1,387282,2892656.15,"{0: 117363, 1: 186704, 2: 52551, 3: 30664}"
2021,SH122021,ELOISE,2021-01-11 18:00,2021-01-24 00:00,OFCL,Mozambique,MOZ,Manica,MOZ.4_1,1793924,23722834.220000003,"{0: 175514, 1: 972824, 2: 476716, 3: 168870}"
2021,SH122021,ELOISE,2021-01-11 18:00,2021-01-24 00:00,OFCL,Mozambique,MOZ,Maputo,MOZ.6_1,5895,108.09,{0: 5895}
2021,SH122021,ELOISE,2021-01-11 18:00,2021-01-24 00:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,553125,35734.28,"{0: 514938, 1: 38187}"
2021,SH122021,ELOISE,2021-01-11 18:00,2021-01-24 00:00,OFCL,Mozambique,MOZ,Sofala,MOZ.9_1,1992903,181222564.27,"{0: 293680, 1: 393978, 2: 259231, 3: 686419, 4: 359595}"
2021,SH122021,ELOISE,2021-01-11 18:00,2021-01-24 00:00,OFCL,Mozambique,MOZ,Tete,MOZ.10_1,90,0.01,{0: 90}
2021,SH122021,ELOISE,2021-01-11 18:00,2021-01-24 00:00,OFCL,Mozambique,MOZ,Zambezia,MOZ.11_1,1884099,4133590.13,"{0: 805372, 1: 934211, 2: 122882, 3: 21634}"
