tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,adm1_name,adm1_code,population,loss,wind_cat
2002,SH182002,NONAME,2002-03-05 00:00,2002-03-14 00:00,OFCL,Madagascar,MDG,Antananarivo,MDG.1_1,1874675,27944.09,"{0: 1853297, 1: 21378}"
2002,SH182002,NONAME,2002-03-05 00:00,2002-03-14 00:00,OFCL,Madagascar,MDG,Antsiranana,MDG.2_1,2122583,303624450.05,"{0: 327608, 1: 695721, 2: 287131, 3: 481655, 4: 139014, 5: 191454}"
2002,SH182002,NONAME,2002-03-05 00:00,2002-03-14 00:00,OFCL,Madagascar,MDG,Fianarantsoa,MDG.3_1,3335,23065.5,{0: 3335}
2002,SH182002,NONAME,2002-03-05 00:00,2002-03-14 00:00,OFCL,Madagascar,MDG,Mahajanga,MDG.4_1,1846874,17340737.77,"{0: 681137, 1: 616067, 2: 383821, 3: 165849}"
2002,SH182002,NONAME,2002-03-05 00:00,2002-03-14 00:00,OFCL,Madagascar,MDG,Toamasina,MDG.5_1,3296479,237653414.58,"{0: 404450, 1: 964310, 2: 1039144, 3: 591386, 4: 199671, 5: 97518}"
2002,SH182002,NONAME,2002-03-05 00:00,2002-03-14 00:00,OFCL,Mauritius,MUS,Agalega Islands,MUS.1_1,262,1221.19,{1: 262}
2002,SH182002,NONAME,2002-03-05 00:00,2002-03-14 00:00,OFCL,Mauritius,MUS,Black River,MUS.2_1,38,826.65,{0: 38}
2002,SH182002,NONAME,2002-03-05 00:00,2002-03-14 00:00,OFCL,Reunion,REU,Saint-Benoît,REU.1_1,211,23736.52,{0: 211}
2002,SH182002,NONAME,2002-03-05 00:00,2002-03-14 00:00,OFCL,Reunion,REU,Saint-Denis,REU.2_1,2560,1757185.87,{0: 2560}
2002,SH182002,NONAME,2002-03-05 00:00,2002-03-14 00:00,OFCL,Reunion,REU,Saint-Paul,REU.3_1,3671,4139075.4899999998,{0: 3671}
2002,SH182002,NONAME,2002-03-05 00:00,2002-03-14 00:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,3229,1069389.4500000002,{0: 3229}
2002,SH182002,NONAME,2002-03-05 00:00,2002-03-14 00:00,OFCL,Seychelles,SYC,Outer Islands,SYC.20_1,43,736.38,"{0: 8, 1: 35}"
