tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,adm1_name,adm1_code,population,loss,wind_cat
2000,SH082000,NONAME,2000-01-25 00:00,2000-02-02 12:00,OFCL,Madagascar,MDG,Toliary,MDG.6_1,57,27.93,{0: 57}
2000,SH082000,NONAME,2000-01-25 00:00,2000-02-02 12:00,OFCL,Mauritius,MUS,Black River,MUS.2_1,94560,72512.41,"{0: 23253, 1: 71307}"
2000,SH082000,NONAME,2000-01-25 00:00,2000-02-02 12:00,OFCL,Mauritius,MUS,Flacq,MUS.3_1,140810,70137.44,"{0: 58611, 1: 82199}"
2000,SH082000,NONAME,2000-01-25 00:00,2000-02-02 12:00,OFCL,Mauritius,MUS,Grand Port,MUS.4_1,104058,246260.75,"{0: 60956, 1: 43102}"
2000,SH082000,NONAME,2000-01-25 00:00,2000-02-02 12:00,OFCL,Mauritius,MUS,Moka,MUS.5_1,88800,40611.44,"{0: 36249, 1: 52551}"
2000,SH082000,NONAME,2000-01-25 00:00,2000-02-02 12:00,OFCL,Mauritius,MUS,Pamplemousses,MUS.6_1,148742,87445.17,"{0: 10893, 1: 137849}"
2000,SH082000,NONAME,2000-01-25 00:00,2000-02-02 12:00,OFCL,Mauritius,MUS,Plaines Wilhems,MUS.7_1,365517,152911.81,"{0: 59000, 1: 306517}"
2000,SH082000,NONAME,2000-01-25 00:00,2000-02-02 12:00,OFCL,Mauritius,MUS,Port Louis,MUS.8_1,111040,18570.18,"{0: 70804, 1: 40236}"
2000,SH082000,NONAME,2000-01-25 00:00,2000-02-02 12:00,OFCL,Mauritius,MUS,Rivière du Rempart,MUS.9_1,113200,179536.8,"{0: 11, 1: 113189}"
2000,SH082000,NONAME,2000-01-25 00:00,2000-02-02 12:00,OFCL,Mauritius,MUS,Savanne,MUS.12_1,40286,12733.85,"{0: 27142, 1: 13144}"
2000,SH082000,NONAME,2000-01-25 00:00,2000-02-02 12:00,OFCL,Reunion,REU,Saint-Benoît,REU.1_1,140447,23000149.91,"{1: 2682, 2: 137765}"
2000,SH082000,NONAME,2000-01-25 00:00,2000-02-02 12:00,OFCL,Reunion,REU,Saint-Denis,REU.2_1,308269,100811681.8,"{1: 4293, 2: 295841, 3: 8135}"
2000,SH082000,NONAME,2000-01-25 00:00,2000-02-02 12:00,OFCL,Reunion,REU,Saint-Paul,REU.3_1,201260,25494025.549999997,"{1: 45481, 2: 155399, 3: 380}"
2000,SH082000,NONAME,2000-01-25 00:00,2000-02-02 12:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,313164,12141613.53,"{1: 306090, 2: 7074}"
