tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,adm1_name,adm1_code,population,loss,wind_cat
2025,SH222025,GARANCE,2025-02-23 12:00,2025-03-02 18:00,JTWC,Mauritius,MUS,Black River,MUS.2_1,25194,833.16,{0: 25194}
2025,SH222025,GARANCE,2025-02-23 12:00,2025-03-02 18:00,JTWC,Mauritius,MUS,Moka,MUS.5_1,530,0.6799999999999999,{0: 530}
2025,SH222025,GARANCE,2025-02-23 12:00,2025-03-02 18:00,JTWC,Mauritius,MUS,Pamplemousses,MUS.6_1,13963,28.9,{0: 13963}
2025,SH222025,GARANCE,2025-02-23 12:00,2025-03-02 18:00,JTWC,Mauritius,MUS,Plaines Wilhems,MUS.7_1,22591,50.46,{0: 22591}
2025,SH222025,GARANCE,2025-02-23 12:00,2025-03-02 18:00,JTWC,Mauritius,MUS,Port Louis,MUS.8_1,4058,38.32,{0: 4058}
2025,SH222025,GARANCE,2025-02-23 12:00,2025-03-02 18:00,JTWC,Mauritius,MUS,Rivière du Rempart,MUS.9_1,1949,0.45,{0: 1949}
2025,SH222025,GARANCE,2025-02-23 12:00,2025-03-02 18:00,JTWC,Mauritius,MUS,Savanne,MUS.12_1,4,0.03,{0: 4}
2025,SH222025,GARANCE,2025-02-23 12:00,2025-03-02 18:00,JTWC,Reunion,REU,Saint-Benoît,REU.1_1,140447,424191095.90000004,"{3: 140326, 4: 121}"
2025,SH222025,GARANCE,2025-02-23 12:00,2025-03-02 18:00,JTWC,Reunion,REU,Saint-Denis,REU.2_1,308269,627507741.6,{3: 308269}
2025,SH222025,GARANCE,2025-02-23 12:00,2025-03-02 18:00,JTWC,Reunion,REU,Saint-Paul,REU.3_1,201260,310714028.68,"{3: 201096, 4: 164}"
2025,SH222025,GARANCE,2025-02-23 12:00,2025-03-02 18:00,JTWC,Reunion,REU,Saint-Pierre,REU.4_1,313164,334991809.05,"{3: 311615, 4: 1549}"
