tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,population,loss,wind_cat
2026,SH212026,GEZANI,2026-01-31 18:00,2026-02-18 06:00,JTWC,Madagascar,MDG,19820773,2009426037.0667152,"{0: 3036719, 1: 4810420, 2: 2971358, 3: 3504935, 4: 5003610, 5: 493731}"
2026,SH212026,GEZANI,2026-01-31 18:00,2026-02-18 06:00,JTWC,Mozambique,MOZ,1482978,134123782.48219307,"{0: 216477, 1: 349025, 2: 233265, 3: 537598, 4: 138089, 5: 8524}"
