tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,population,loss,wind_cat
2009,SH012009,ASMA,2008-10-15 18:00,2008-10-24 12:00,OFCL,Comoros,COM,58343,794.1600000000001,{0: 58343}
2009,SH012009,ASMA,2008-10-15 18:00,2008-10-24 12:00,OFCL,Madagascar,MDG,44914,45.93,{0: 44914}
