tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,population,loss,wind_cat
2015,SH152015,FIFTEEN,2015-03-04 06:00,2015-03-09 00:00,OFCL,Madagascar,MDG,398827,9392.32,"{0: 398322, 1: 505}"
2015,SH152015,FIFTEEN,2015-03-04 06:00,2015-03-09 00:00,OFCL,Mozambique,MOZ,163039,437.79,{0: 163039}
