tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,population,loss,wind_cat
2007,SH132007,ENOK,2007-02-05 18:00,2007-02-12 00:00,OFCL,Madagascar,MDG,244107,1660.48,{0: 244107}
2007,SH132007,ENOK,2007-02-05 18:00,2007-02-12 00:00,OFCL,Mauritius,MUS,44099,25130.4,"{0: 29256, 1: 14843}"
