tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,population,loss,wind_cat
2025,SH252025,JUDE,2025-03-06 06:00,2025-03-16 18:00,JTWC,Madagascar,MDG,9605089,46356605.94944659,"{0: 3132207, 1: 3648302, 2: 2811312, 3: 13268}"
2025,SH252025,JUDE,2025-03-06 06:00,2025-03-16 18:00,JTWC,Mozambique,MOZ,15765923,265223422.48053655,"{0: 5533694, 1: 4243455, 2: 2353331, 3: 3635443}"
