tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,adm1_name,adm1_code,adm2_name,adm2_code,population,loss,wind_cat
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Comoros,COM,Mwali,COM.1_1,,No Adm2,67648,278154.92,"{0: 583, 1: 67065, 2: 68272}"
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Comoros,COM,Njazídja,COM.2_1,,No Adm2,461408,941466.86,"{0: 583, 1: 67065, 2: 68272}"
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Comoros,COM,Nzwani,COM.3_1,,No Adm2,363755,1544034.04,"{0: 583, 1: 67065, 2: 68272}"
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Antananarivo,MDG.1_1,Analamanga,MDG.1.1_1,10815,13.57,{0: 10815}
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Antananarivo,MDG.1_1,Bongolava,MDG.1.2_1,8006,2.99,{0: 8006}
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Antsiranana,MDG.2_1,Diana,MDG.2.1_1,215619,2830.33,"{0: 214827, 1: 792}"
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Antsiranana,MDG.2_1,Sava,MDG.2.2_1,197,0.25,{0: 197}
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Mahajanga,MDG.4_1,Betsiboka,MDG.4.1_1,174676,1702.65,{0: 174676}
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Mahajanga,MDG.4_1,Boeny,MDG.4.2_1,1244940,864394.49,"{0: 450319, 1: 794415, 2: 206}"
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Mahajanga,MDG.4_1,Melaky,MDG.4.3_1,133616,5541.69,"{0: 127610, 1: 6006}"
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Mahajanga,MDG.4_1,Sofia,MDG.4.4_1,1111019,174490.1,"{0: 918025, 1: 192994}"
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Toamasina,MDG.5_1,Alaotra-Mangoro,MDG.5.1_1,16604,76.71,{0: 16604}
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Toamasina,MDG.5_1,Analanjirofo,MDG.5.2_1,925,1.1300000000000001,{0: 925}
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Toliary,MDG.6_1,Menabe,MDG.6.4_1,186,0.03,{0: 186}
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,Acoua,MYT.1_1,,No Adm2,4802,25408.33,"{0: 583, 1: 67065, 2: 68272}"
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,Bandraboua,MYT.2_1,,No Adm2,12848,26089.95,"{0: 583, 1: 67065, 2: 68272}"
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,Bandrele,MYT.3_1,,No Adm2,10462,37182.020000000004,"{0: 583, 1: 67065, 2: 68272}"
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,Boueni,MYT.4_1,,No Adm2,7614,116116.13,"{0: 583, 1: 67065, 2: 68272}"
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,Chiconi,MYT.5_1,,No Adm2,8615,92950.66,"{0: 583, 1: 67065, 2: 68272}"
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,Chirongui,MYT.6_1,,No Adm2,10610,115992.72,"{0: 583, 1: 67065, 2: 68272}"
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,Dembeni,MYT.7_1,,No Adm2,14271,5328.540000000001,"{0: 583, 1: 67065, 2: 68272}"
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,Dzaoudzi,MYT.8_1,,No Adm2,16147,63601.49,"{0: 583, 1: 67065, 2: 68272}"
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,Kani-Keli,MYT.9_1,,No Adm2,5443,81411.02,"{0: 583, 1: 67065, 2: 68272}"
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,Koungou,MYT.10_1,,No Adm2,41150,141009.35,"{0: 583, 1: 67065, 2: 68272}"
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,M'tsangamouji,MYT.11_1,,No Adm2,7178,33731.46,"{0: 583, 1: 67065, 2: 68272}"
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,Mamoudzou,MYT.12_1,,No Adm2,68646,26698.960000000003,"{0: 583, 1: 67065, 2: 68272}"
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,Mtsamboro,MYT.13_1,,No Adm2,8487,41710.99,"{0: 583, 1: 67065, 2: 68272}"
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,Ouangani,MYT.14_1,,No Adm2,15883,98839.99,"{0: 583, 1: 67065, 2: 68272}"
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,Pamandzi,MYT.15_1,,No Adm2,12327,42863.55,"{0: 583, 1: 67065, 2: 68272}"
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,Sada,MYT.16_1,,No Adm2,12674,128217.08,"{0: 583, 1: 67065, 2: 68272}"
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,Tsingoni,MYT.17_1,,No Adm2,13243,40830.64,"{0: 583, 1: 67065, 2: 68272}"
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mozambique,MOZ,Cabo Delgado,MOZ.1_1,Ancuabe,MOZ.1.1_1,79195,980.97,{0: 79195}
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mozambique,MOZ,Cabo Delgado,MOZ.1_1,Chiúre,MOZ.1.3_1,46957,182.77,{0: 46957}
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mozambique,MOZ,Cabo Delgado,MOZ.1_1,Macomia,MOZ.1.4_1,29458,1088.99,{0: 29458}
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mozambique,MOZ,Cabo Delgado,MOZ.1_1,Mecufi,MOZ.1.5_1,31128,2360.64,{0: 31128}
