tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,population,loss,wind_cat
1989,SH061989,NONAME,1989-01-06 06:00,1989-01-15 06:00,OFCL,Madagascar,MDG,13768935,138837918.58,"{0: 3321490, 1: 7760933, 2: 1501456, 3: 1184843, 4: 213}"
1989,SH061989,NONAME,1989-01-06 06:00,1989-01-15 06:00,OFCL,Mozambique,MOZ,5593668,2213041.71,"{0: 2763861, 1: 2829807}"
