tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,adm1_name,adm1_code,population,loss,wind_cat
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Comoros,COM,Mwali,COM.1_1,67648,278154.92,"{0: 583, 1: 67065}"
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Comoros,COM,Njazídja,COM.2_1,461408,941466.86,"{0: 64537, 1: 396871}"
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Comoros,COM,Nzwani,COM.3_1,363755,1544034.04,"{1: 295483, 2: 68272}"
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Antananarivo,MDG.1_1,18821,16.560000000000002,{0: 18821}
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Antsiranana,MDG.2_1,215816,2830.58,"{0: 215024, 1: 792}"
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Mahajanga,MDG.4_1,2664251,1046128.93,"{0: 1670630, 1: 993415, 2: 206}"
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Toamasina,MDG.5_1,17529,77.83999999999999,{0: 17529}
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Toliary,MDG.6_1,186,0.03,{0: 186}
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,Acoua,MYT.1_1,4802,25408.33,{1: 4802}
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,Bandraboua,MYT.2_1,12848,26089.95,{1: 12848}
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,Bandrele,MYT.3_1,10462,37182.020000000004,{1: 10462}
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,Boueni,MYT.4_1,7614,116116.13,{1: 7614}
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,Chiconi,MYT.5_1,8615,92950.66,{1: 8615}
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,Chirongui,MYT.6_1,10610,115992.72,{1: 10610}
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,Dembeni,MYT.7_1,14271,5328.540000000001,"{0: 439, 1: 13832}"
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,Dzaoudzi,MYT.8_1,16147,63601.49,{1: 16147}
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,Kani-Keli,MYT.9_1,5443,81411.02,{1: 5443}
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,Koungou,MYT.10_1,41150,141009.35,{1: 41150}
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,M'tsangamouji,MYT.11_1,7178,33731.46,{1: 7178}
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,Mamoudzou,MYT.12_1,68646,26698.960000000003,"{0: 38233, 1: 30413}"
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,Mtsamboro,MYT.13_1,8487,41710.99,{1: 8487}
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,Ouangani,MYT.14_1,15883,98839.99,{1: 15883}
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,Pamandzi,MYT.15_1,12327,42863.55,{1: 12327}
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,Sada,MYT.16_1,12674,128217.08,{1: 12674}
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,Tsingoni,MYT.17_1,13243,40830.64,{1: 13243}
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mozambique,MOZ,Cabo Delgado,MOZ.1_1,450335,11402.47,{0: 450335}
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,706827,14641.95,{0: 706827}
