atcf_id,dtg,tech,adm0_name,adm0_code,adm1_name,adm1_code,adm2_name,adm2_code,population,loss,wind_cat
SH082022,2022-02-09 12:00,OFCL,Madagascar,MDG,Antananarivo,MDG.1_1,Analamanga,MDG.1.1_1,4709222,98015659.7066605,"{0: 981, 1: 165092, 2: 3547640, 3: 995509}"
SH082022,2022-02-09 12:00,OFCL,Madagascar,MDG,Antananarivo,MDG.1_1,Bongolava,MDG.1.2_1,648480,2103774.600567697,"{0: 7144, 1: 496225, 2: 145111}"
SH082022,2022-02-09 12:00,OFCL,Madagascar,MDG,Antananarivo,MDG.1_1,Itasy,MDG.1.3_1,730392,15904981.345912606,"{1: 55830, 2: 537134, 3: 137428}"
SH082022,2022-02-09 12:00,OFCL,Madagascar,MDG,Antananarivo,MDG.1_1,Vakinankaratra,MDG.1.4_1,1869854,120672249.47176172,"{1: 52833, 2: 496543, 3: 1307242, 4: 13236}"
SH082022,2022-02-09 12:00,OFCL,Madagascar,MDG,Fianarantsoa,MDG.3_1,Amoron'i mania,MDG.3.1_1,706907,97138314.66277929,"{1: 2935, 2: 46292, 3: 544856, 4: 112824}"
SH082022,2022-02-09 12:00,OFCL,Madagascar,MDG,Fianarantsoa,MDG.3_1,Atsimo-Atsinana,MDG.3.2_1,1362894,20141254.029596478,"{1: 300985, 2: 939599, 3: 122310}"
SH082022,2022-02-09 12:00,OFCL,Madagascar,MDG,Fianarantsoa,MDG.3_1,Haute matsiatra,MDG.3.3_1,1202498,293283720.34294546,"{2: 2798, 3: 263366, 4: 936334}"
SH082022,2022-02-09 12:00,OFCL,Madagascar,MDG,Fianarantsoa,MDG.3_1,Ihorombe,MDG.3.4_1,587412,31579637.242250584,"{1: 8283, 2: 115496, 3: 461795, 4: 1838}"
SH082022,2022-02-09 12:00,OFCL,Madagascar,MDG,Fianarantsoa,MDG.3_1,Vatovavy Fitovinany,MDG.3.5_1,1915163,322242232.6557949,"{2: 22287, 3: 1353498, 4: 539378}"
SH082022,2022-02-09 12:00,OFCL,Madagascar,MDG,Mahajanga,MDG.4_1,Betsiboka,MDG.4.1_1,337127,179903.82345631567,"{0: 203271, 1: 130714, 2: 3142}"
SH082022,2022-02-09 12:00,OFCL,Madagascar,MDG,Mahajanga,MDG.4_1,Boeny,MDG.4.2_1,251876,133.4000768895876,{0: 251876}
SH082022,2022-02-09 12:00,OFCL,Madagascar,MDG,Mahajanga,MDG.4_1,Melaky,MDG.4.3_1,137971,4855.417664225703,"{0: 132838, 1: 5133}"
SH082022,2022-02-09 12:00,OFCL,Madagascar,MDG,Mahajanga,MDG.4_1,Sofia,MDG.4.4_1,118167,2458.4970783259646,"{0: 116453, 1: 1714}"
SH082022,2022-02-09 12:00,OFCL,Madagascar,MDG,Toamasina,MDG.5_1,Alaotra-Mangoro,MDG.5.1_1,1151415,12781617.066165853,"{0: 29416, 1: 598919, 2: 419472, 3: 103608}"
SH082022,2022-02-09 12:00,OFCL,Madagascar,MDG,Toamasina,MDG.5_1,Analanjirofo,MDG.5.2_1,812833,184647.93644498408,"{0: 475927, 1: 336906}"
SH082022,2022-02-09 12:00,OFCL,Madagascar,MDG,Toamasina,MDG.5_1,Atsinanana,MDG.5.3_1,1298429,57257269.20936849,"{1: 651093, 2: 145679, 3: 464813, 4: 36844}"
SH082022,2022-02-09 12:00,OFCL,Madagascar,MDG,Toliary,MDG.6_1,Androy,MDG.6.1_1,1136996,168644.38884466002,"{0: 962945, 1: 174051}"
SH082022,2022-02-09 12:00,OFCL,Madagascar,MDG,Toliary,MDG.6_1,Anosy,MDG.6.2_1,773377,3338987.4105065917,"{0: 228038, 1: 375138, 2: 133920, 3: 36281}"
SH082022,2022-02-09 12:00,OFCL,Madagascar,MDG,Toliary,MDG.6_1,Atsimo-Andrefana,MDG.6.3_1,1677684,2694022.612318331,"{0: 210780, 1: 1365550, 2: 101354}"
SH082022,2022-02-09 12:00,OFCL,Madagascar,MDG,Toliary,MDG.6_1,Menabe,MDG.6.4_1,884666,484804.74255508545,"{0: 484502, 1: 391315, 2: 8849}"
SH082022,2022-02-09 12:00,OFCL,Mauritius,MUS,Black River,MUS.2_1,,No Adm2,94560,1448793.8695363675,"{1: 87492, 2: 7068}"
SH082022,2022-02-09 12:00,OFCL,Mauritius,MUS,Flacq,MUS.3_1,,No Adm2,140810,2491326.9556760397,"{1: 87492, 2: 7068}"
SH082022,2022-02-09 12:00,OFCL,Mauritius,MUS,Grand Port,MUS.4_1,,No Adm2,113523,2466440.1141789155,"{1: 87492, 2: 7068}"
SH082022,2022-02-09 12:00,OFCL,Mauritius,MUS,Moka,MUS.5_1,,No Adm2,88800,1350588.571606318,"{1: 87492, 2: 7068}"
SH082022,2022-02-09 12:00,OFCL,Mauritius,MUS,Pamplemousses,MUS.6_1,,No Adm2,148742,2842938.9561421266,"{1: 87492, 2: 7068}"
SH082022,2022-02-09 12:00,OFCL,Mauritius,MUS,Plaines Wilhems,MUS.7_1,,No Adm2,365517,5519218.542413296,"{1: 87492, 2: 7068}"
SH082022,2022-02-09 12:00,OFCL,Mauritius,MUS,Port Louis,MUS.8_1,,No Adm2,111040,1516169.0364236734,"{1: 87492, 2: 7068}"
SH082022,2022-02-09 12:00,OFCL,Mauritius,MUS,Rivière du Rempart,MUS.9_1,,No Adm2,113200,5698667.003191313,"{1: 87492, 2: 7068}"
SH082022,2022-02-09 12:00,OFCL,Mauritius,MUS,Savanne,MUS.12_1,,No Adm2,70087,534927.7441302022,"{1: 87492, 2: 7068}"
SH082022,2022-02-09 12:00,OFCL,Reunion,REU,Saint-Benoît,REU.1_1,Bras-Panon,REU.1.1_1,14758,982870.7852670995,"{1: 10654, 2: 4104}"
SH082022,2022-02-09 12:00,OFCL,Reunion,REU,Saint-Benoît,REU.1_1,La Plaine-des-Palmistes,REU.1.2_1,7814,223082.68751079883,{1: 7814}
