atcf_id,dtg,tech,adm0_name,adm0_code,adm1_name,adm1_code,adm2_name,adm2_code,population,loss,wind_cat
SH082022,2022-02-09 12:00,OFCL,Reunion,REU,Saint-Benoît,REU.1_1,Saint-André,REU.1.3_1,65199,3686098.535248134,"{1: 34040, 2: 31159}"
SH082022,2022-02-09 12:00,OFCL,Reunion,REU,Saint-Benoît,REU.1_1,Saint-Benoît,REU.1.4_1,38118,1949216.3158507152,"{1: 36844, 2: 1274}"
SH082022,2022-02-09 12:00,OFCL,Reunion,REU,Saint-Benoît,REU.1_1,Sainte-Rose,REU.1.5_1,7056,417401.6017517956,"{1: 6979, 2: 77}"
SH082022,2022-02-09 12:00,OFCL,Reunion,REU,Saint-Benoît,REU.1_1,Salazie,REU.1.6_1,7502,313922.68827270647,"{1: 6995, 2: 507}"
SH082022,2022-02-09 12:00,OFCL,Reunion,REU,Saint-Denis,REU.2_1,La Possession,REU.2.1_1,43374,629743.3140379245,"{1: 41699, 2: 1675}"
SH082022,2022-02-09 12:00,OFCL,Reunion,REU,Saint-Denis,REU.2_1,Le Port,REU.2.2_1,38634,725383.4041018421,{1: 38634}
SH082022,2022-02-09 12:00,OFCL,Reunion,REU,Saint-Denis,REU.2_1,Saint-Denis,REU.2.3_1,161783,7167668.541663546,"{1: 129572, 2: 32211}"
SH082022,2022-02-09 12:00,OFCL,Reunion,REU,Saint-Denis,REU.2_1,Sainte-Marie,REU.2.4_1,35189,1585749.6254777047,"{1: 33149, 2: 2040}"
SH082022,2022-02-09 12:00,OFCL,Reunion,REU,Saint-Denis,REU.2_1,Sainte-Suzanne,REU.2.5_1,29289,1623517.904734261,"{1: 23809, 2: 5480}"
SH082022,2022-02-09 12:00,OFCL,Reunion,REU,Saint-Paul,REU.3_1,L'Étang-Salé,REU.3.1_1,15850,206594.9854929054,{1: 15850}
SH082022,2022-02-09 12:00,OFCL,Reunion,REU,Saint-Paul,REU.3_1,Les Avirons,REU.3.2_1,15418,150187.6508588384,{1: 15418}
SH082022,2022-02-09 12:00,OFCL,Reunion,REU,Saint-Paul,REU.3_1,Les Trois-Bassins,REU.3.3_1,7678,133451.3470424517,{1: 7678}
SH082022,2022-02-09 12:00,OFCL,Reunion,REU,Saint-Paul,REU.3_1,Saint-Leu,REU.3.4_1,37921,632112.0986844966,"{1: 37446, 2: 475}"
SH082022,2022-02-09 12:00,OFCL,Reunion,REU,Saint-Paul,REU.3_1,Saint-Paul,REU.3.5_1,124393,1962206.0495162844,"{1: 122376, 2: 2017}"
SH082022,2022-02-09 12:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,Cilaos,REU.4.1_1,6009,471020.34047584253,"{1: 3679, 2: 2330}"
SH082022,2022-02-09 12:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,L'Entre-Deux,REU.4.2_1,8055,118447.09509022682,"{1: 7675, 2: 380}"
SH082022,2022-02-09 12:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,Le Tampon,REU.4.3_1,88829,722062.3598109953,"{1: 88511, 2: 318}"
SH082022,2022-02-09 12:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,Petite-Île,REU.4.4_1,13515,322422.8531662475,{1: 13515}
SH082022,2022-02-09 12:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,Saint-Joseph,REU.4.5_1,42861,976595.0953986212,"{1: 42749, 2: 112}"
SH082022,2022-02-09 12:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,Saint-Louis,REU.4.6_1,61971,631141.3236913019,{1: 61971}
SH082022,2022-02-09 12:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,Saint-Philippe,REU.4.7_1,5410,162718.6598861754,{1: 5410}
SH082022,2022-02-09 12:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,Saint-Pierre,REU.4.8_1,86514,627545.2838980544,{1: 86514}
