atcf_id,dtg,tech,adm0_name,adm0_code,adm1_name,adm1_code,adm2_name,adm2_code,population,loss,wind_cat
SH072022,2022-01-25 06:00,OFCL,Madagascar,MDG,Antananarivo,MDG.1_1,Analamanga,MDG.1.1_1,4709222,1373042.3166676064,"{0: 146617, 1: 4562605}"
SH072022,2022-01-25 06:00,OFCL,Madagascar,MDG,Antananarivo,MDG.1_1,Bongolava,MDG.1.2_1,488326,38187.74281742146,"{0: 415581, 1: 72745}"
SH072022,2022-01-25 06:00,OFCL,Madagascar,MDG,Antananarivo,MDG.1_1,Itasy,MDG.1.3_1,656520,108374.75221151294,"{0: 395712, 1: 260808}"
SH072022,2022-01-25 06:00,OFCL,Madagascar,MDG,Antananarivo,MDG.1_1,Vakinankaratra,MDG.1.4_1,1476067,207881.35544640388,"{0: 1116424, 1: 359643}"
SH072022,2022-01-25 06:00,OFCL,Madagascar,MDG,Fianarantsoa,MDG.3_1,Amoron'i mania,MDG.3.1_1,385397,6984.289259363975,{0: 385397}
SH072022,2022-01-25 06:00,OFCL,Madagascar,MDG,Fianarantsoa,MDG.3_1,Vatovavy Fitovinany,MDG.3.5_1,7637,0.1746877984386591,{0: 7637}
SH072022,2022-01-25 06:00,OFCL,Madagascar,MDG,Mahajanga,MDG.4_1,Betsiboka,MDG.4.1_1,200757,27506.739440228885,"{0: 154125, 1: 46632}"
SH072022,2022-01-25 06:00,OFCL,Madagascar,MDG,Mahajanga,MDG.4_1,Boeny,MDG.4.2_1,254736,32656.997633616542,"{0: 198453, 1: 56283}"
SH072022,2022-01-25 06:00,OFCL,Madagascar,MDG,Mahajanga,MDG.4_1,Melaky,MDG.4.3_1,409077,55487.88000948014,"{0: 316088, 1: 92989}"
SH072022,2022-01-25 06:00,OFCL,Madagascar,MDG,Toamasina,MDG.5_1,Alaotra-Mangoro,MDG.5.1_1,1097501,620227.3638569554,"{0: 382247, 1: 715254}"
SH072022,2022-01-25 06:00,OFCL,Madagascar,MDG,Toamasina,MDG.5_1,Analanjirofo,MDG.5.2_1,287243,6146.1694915583585,"{0: 287167, 1: 76}"
SH072022,2022-01-25 06:00,OFCL,Madagascar,MDG,Toamasina,MDG.5_1,Atsinanana,MDG.5.3_1,1151509,310009.8953230544,"{0: 496480, 1: 655029}"
SH072022,2022-01-25 06:00,OFCL,Madagascar,MDG,Toliary,MDG.6_1,Menabe,MDG.6.4_1,7294,12.319251245829417,{0: 7294}
SH072022,2022-01-25 06:00,OFCL,Mozambique,MOZ,Manica,MOZ.4_1,Guro,MOZ.4.3_1,624,0.041473089837139515,{0: 624}
SH072022,2022-01-25 06:00,OFCL,Mozambique,MOZ,Manica,MOZ.4_1,Macossa,MOZ.4.5_1,501,0.03001618414724887,{0: 501}
SH072022,2022-01-25 06:00,OFCL,Mozambique,MOZ,Manica,MOZ.4_1,Tambara,MOZ.4.9_1,9237,10.129107113307647,{0: 9237}
SH072022,2022-01-25 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Angoche,MOZ.7.1_1,359738,2907278.401070519,"{1: 132795, 2: 226943}"
SH072022,2022-01-25 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Erati,MOZ.7.2_1,135415,1082.0447564697695,{0: 135415}
SH072022,2022-01-25 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Lalaua,MOZ.7.3_1,511,0.02094079469508528,{0: 511}
SH072022,2022-01-25 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Malema,MOZ.7.4_1,17932,2.772222638550677,{0: 17932}
SH072022,2022-01-25 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Meconta,MOZ.7.5_1,211872,242620.63796689545,{1: 211872}
SH072022,2022-01-25 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Mecuburi,MOZ.7.6_1,138957,5928.168781854682,"{0: 138720, 1: 237}"
SH072022,2022-01-25 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Memba,MOZ.7.7_1,67496,165.19004508471954,{0: 67496}
SH072022,2022-01-25 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Mogovolas,MOZ.7.8_1,449978,1836722.6115463118,"{1: 412465, 2: 37513}"
SH072022,2022-01-25 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Moma,MOZ.7.9_1,439445,4254222.989302556,"{1: 119604, 2: 319841}"
SH072022,2022-01-25 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Monapo,MOZ.7.10_1,457779,134040.89432023713,"{0: 227076, 1: 230703}"
SH072022,2022-01-25 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Mongincual,MOZ.7.11_1,240359,776345.0128479693,"{1: 223278, 2: 17081}"
SH072022,2022-01-25 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Mossuril,MOZ.7.12_1,221566,177496.68170109176,"{0: 31224, 1: 190342}"
SH072022,2022-01-25 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Muecate,MOZ.7.13_1,141975,21063.670426179575,"{0: 98687, 1: 43288}"
SH072022,2022-01-25 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Murrupula,MOZ.7.14_1,218650,208402.86182122235,"{0: 16625, 1: 202025}"
SH072022,2022-01-25 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Nacala Velha,MOZ.7.15_1,211956,12050.578562917546,{0: 211956}
SH072022,2022-01-25 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Namapa,MOZ.7.16_1,556,0.0008702294514949738,{0: 556}
SH072022,2022-01-25 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Nampula,MOZ.7.17_1,1219812,513915.1305286829,"{0: 30413, 1: 1189399}"
SH072022,2022-01-25 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Ribaue,MOZ.7.18_1,248912,11822.768427695266,"{0: 246060, 1: 2852}"
SH072022,2022-01-25 06:00,OFCL,Mozambique,MOZ,Sofala,MOZ.9_1,Caia,MOZ.9.2_1,59423,342.003190154564,{0: 59423}
SH072022,2022-01-25 06:00,OFCL,Mozambique,MOZ,Sofala,MOZ.9_1,Chemba,MOZ.9.3_1,80754,477.4624114777666,{0: 80754}
SH072022,2022-01-25 06:00,OFCL,Mozambique,MOZ,Sofala,MOZ.9_1,Maringue,MOZ.9.9_1,19643,28.84444628677894,{0: 19643}
SH072022,2022-01-25 06:00,OFCL,Mozambique,MOZ,Tete,MOZ.10_1,Mutarara,MOZ.10.10_1,195125,4518.72090311948,{0: 195125}
SH072022,2022-01-25 06:00,OFCL,Mozambique,MOZ,Zambezia,MOZ.11_1,Alto Molocue,MOZ.11.1_1,439058,59875.1899883821,"{0: 362908, 1: 76150}"
SH072022,2022-01-25 06:00,OFCL,Mozambique,MOZ,Zambezia,MOZ.11_1,Gile,MOZ.11.3_1,257820,551662.16218449,"{0: 12334, 1: 245454, 2: 32}"
SH072022,2022-01-25 06:00,OFCL,Mozambique,MOZ,Zambezia,MOZ.11_1,Gurue,MOZ.11.4_1,117592,239.08164538839384,{0: 117592}
SH072022,2022-01-25 06:00,OFCL,Mozambique,MOZ,Zambezia,MOZ.11_1,Ile,MOZ.11.5_1,408284,198830.4133272031,"{0: 187380, 1: 220904}"
SH072022,2022-01-25 06:00,OFCL,Mozambique,MOZ,Zambezia,MOZ.11_1,Inhassunge,MOZ.11.6_1,40500,26.605218546578893,{0: 40500}
SH072022,2022-01-25 06:00,OFCL,Mozambique,MOZ,Zambezia,MOZ.11_1,Lugela,MOZ.11.7_1,88728,8285.56762885414,"{0: 79133, 1: 9595}"
