atcf_id,dtg,tech,adm0_name,adm0_code,population,loss,wind_cat
SH122022,2022-02-16 00:00,OFCL,Madagascar,MDG,2637358,4420082.255018511,"{0: 699832, 1: 1768807, 2: 168719}"
