atcf_id,dtg,tech,adm0_name,adm0_code,population,loss,wind_cat
SH242022,2022-05-01 06:00,OFCL,Comoros,COM,59732,77.04696918753717,{0: 59732}
SH242022,2022-05-01 06:00,OFCL,Madagascar,MDG,5549503,8793598.13269381,"{0: 3730651, 1: 1107421, 2: 711431}"
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,7822508,739803.6105959474,"{0: 6733486, 1: 1089022}"
SH242022,2022-05-01 06:00,OFCL,Reunion,REU,463,4.017455013422148,{0: 463}
