atcf_id,dtg,tech,adm0_name,adm0_code,adm1_name,adm1_code,adm2_name,adm2_code,population,loss,wind_cat
SH242022,2022-05-01 06:00,OFCL,Comoros,COM,Mwali,COM.1_1,,No Adm2,9071,2.4017483702566738,{0: 9071}
SH242022,2022-05-01 06:00,OFCL,Comoros,COM,Njazídja,COM.2_1,,No Adm2,36,4.821867942797008e-05,{0: 9071}
SH242022,2022-05-01 06:00,OFCL,Comoros,COM,Nzwani,COM.3_1,,No Adm2,50625,74.64517259860106,{0: 9071}
SH242022,2022-05-01 06:00,OFCL,Madagascar,MDG,Fianarantsoa,MDG.3_1,Amoron'i mania,MDG.3.1_1,86368,4.664181539450967,{0: 86368}
SH242022,2022-05-01 06:00,OFCL,Madagascar,MDG,Fianarantsoa,MDG.3_1,Atsimo-Atsinana,MDG.3.2_1,1349896,128557.14074533856,"{0: 1268960, 1: 80936}"
SH242022,2022-05-01 06:00,OFCL,Madagascar,MDG,Fianarantsoa,MDG.3_1,Haute matsiatra,MDG.3.3_1,900926,24488.20754843162,"{0: 882291, 1: 18635}"
SH242022,2022-05-01 06:00,OFCL,Madagascar,MDG,Fianarantsoa,MDG.3_1,Ihorombe,MDG.3.4_1,506032,87479.1575836394,"{0: 351747, 1: 154285}"
SH242022,2022-05-01 06:00,OFCL,Madagascar,MDG,Fianarantsoa,MDG.3_1,Vatovavy Fitovinany,MDG.3.5_1,631661,4431.130734667006,{0: 631661}
SH242022,2022-05-01 06:00,OFCL,Madagascar,MDG,Mahajanga,MDG.4_1,Melaky,MDG.4.3_1,30159,72.59123476940742,{0: 30159}
SH242022,2022-05-01 06:00,OFCL,Madagascar,MDG,Toamasina,MDG.5_1,Atsinanana,MDG.5.3_1,102,1.3647770515197355,{0: 102}
SH242022,2022-05-01 06:00,OFCL,Madagascar,MDG,Toliary,MDG.6_1,Androy,MDG.6.1_1,144701,20354.45018613819,"{0: 110812, 1: 33889}"
SH242022,2022-05-01 06:00,OFCL,Madagascar,MDG,Toliary,MDG.6_1,Anosy,MDG.6.2_1,301647,133250.57246369426,"{0: 73195, 1: 228452}"
SH242022,2022-05-01 06:00,OFCL,Madagascar,MDG,Toliary,MDG.6_1,Atsimo-Andrefana,MDG.6.3_1,1533206,8231497.960107259,"{0: 230551, 1: 591224, 2: 711431}"
SH242022,2022-05-01 06:00,OFCL,Madagascar,MDG,Toliary,MDG.6_1,Menabe,MDG.6.4_1,64805,163460.89313128204,{0: 64805}
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Cabo Delgado,MOZ.1_1,Ancuabe,MOZ.1.1_1,178468,977.8421948949812,{0: 178468}
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Cabo Delgado,MOZ.1_1,Balama,MOZ.1.2_1,25317,3.782995521387931,{0: 25317}
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Cabo Delgado,MOZ.1_1,Chiúre,MOZ.1.3_1,148908,1897.4540220698614,{0: 148908}
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Cabo Delgado,MOZ.1_1,Macomia,MOZ.1.4_1,7827,1.6072706986294238,{0: 7827}
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Cabo Delgado,MOZ.1_1,Mecufi,MOZ.1.5_1,31128,277.97244096175643,{0: 31128}
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Cabo Delgado,MOZ.1_1,Meluco,MOZ.1.6_1,85,0.00022721029870355163,{0: 85}
