atcf_id,dtg,tech,adm0_name,adm0_code,adm1_name,adm1_code,adm2_name,adm2_code,population,loss,wind_cat
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Cabo Delgado,MOZ.1_1,Montepuez,MOZ.1.8_1,85355,13.204889668418538,{0: 85355}
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Cabo Delgado,MOZ.1_1,Namuno,MOZ.1.11_1,189007,510.4683768779484,{0: 189007}
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Cabo Delgado,MOZ.1_1,Pemba,MOZ.1.14_1,102037,1037.649275607511,{0: 102037}
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Cabo Delgado,MOZ.1_1,Quissanga,MOZ.1.15_1,8459,3.8563063206102206,{0: 8459}
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Angoche,MOZ.7.1_1,359738,100605.90023711287,"{0: 126120, 1: 233618}"
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Erati,MOZ.7.2_1,149757,22901.88517969441,{0: 149757}
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Lalaua,MOZ.7.3_1,96153,203.1620033643673,{0: 96153}
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Malema,MOZ.7.4_1,70994,153.0438153386841,{0: 70994}
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Meconta,MOZ.7.5_1,211872,21859.540154930488,{0: 211872}
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Mecuburi,MOZ.7.6_1,206154,10336.318547644343,"{0: 206040, 1: 114}"
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Memba,MOZ.7.7_1,328048,39757.92072672008,"{0: 307683, 1: 20365}"
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Mogovolas,MOZ.7.8_1,449978,56874.17910764611,"{0: 445717, 1: 4261}"
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Moma,MOZ.7.9_1,437784,63648.34741210514,"{0: 334570, 1: 103214}"
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Monapo,MOZ.7.10_1,457779,78475.4560372899,"{0: 401434, 1: 56345}"
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Mongincual,MOZ.7.11_1,238726,60448.17210196649,"{0: 112108, 1: 126618}"
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Mossuril,MOZ.7.12_1,221566,68136.88987949949,"{0: 35451, 1: 186115}"
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Muecate,MOZ.7.13_1,143687,15622.29142704338,"{0: 143636, 1: 51}"
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Murrupula,MOZ.7.14_1,200901,12990.918298386829,{0: 200901}
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Nacala Velha,MOZ.7.15_1,399393,70405.53688500432,"{0: 50896, 1: 348497}"
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Namapa,MOZ.7.16_1,340729,20650.631899127045,{0: 340729}
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Nampula,MOZ.7.17_1,1167027,60049.62719257933,"{0: 1165875, 1: 1152}"
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Ribaue,MOZ.7.18_1,264619,7724.352143089469,"{0: 264615, 1: 4}"
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Nassa,MOZ.8_1,Nipepe,MOZ.8.14_1,3492,0.22897167496756543,{0: 3492}
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Zambezia,MOZ.11_1,Alto Molocue,MOZ.11.1_1,403982,1128.7912479616805,{0: 403982}
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Zambezia,MOZ.11_1,Gile,MOZ.11.3_1,252333,6267.581338173813,{0: 252333}
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Zambezia,MOZ.11_1,Gurue,MOZ.11.4_1,59598,73.94545971797399,{0: 59598}
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Zambezia,MOZ.11_1,Ile,MOZ.11.5_1,180868,195.35177830509835,{0: 180868}
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Zambezia,MOZ.11_1,Maganja da Costa,MOZ.11.8_1,130110,755.7676103796622,{0: 130110}
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Zambezia,MOZ.11_1,Namacurra,MOZ.11.13_1,194,0.0010602403043120702,{0: 194}
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Zambezia,MOZ.11_1,Namarroi,MOZ.11.14_1,388,0.01750060208829131,{0: 388}
SH242022,2022-05-01 06:00,OFCL,Mozambique,MOZ,Zambezia,MOZ.11_1,Pebane,MOZ.11.16_1,270047,15813.91458051756,"{0: 261379, 1: 8668}"
SH242022,2022-05-01 06:00,OFCL,Reunion,REU,Saint-Benoît,REU.1_1,Sainte-Rose,REU.1.5_1,53,0.4606618019760818,{0: 53}
SH242022,2022-05-01 06:00,OFCL,Reunion,REU,Saint-Paul,REU.3_1,Saint-Paul,REU.3.5_1,233,3.434571351543974,{0: 233}
SH242022,2022-05-01 06:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,Le Tampon,REU.4.3_1,34,0.0032633529058364997,{0: 34}
SH242022,2022-05-01 06:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,Saint-Joseph,REU.4.5_1,143,0.11895850699625499,{0: 143}
