tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,adm1_name,adm1_code,adm2_name,adm2_code,population_15as,population_30as,loss_15as,loss_30as,wind_cat_15as,wind_cat_30as,wind_cat_0_15as,wind_cat_0_30as,wind_cat_1_15as,wind_cat_1_30as,wind_cat_2_15as,wind_cat_2_30as,wind_cat_3_15as,wind_cat_3_30as,wind_cat_4_15as,wind_cat_4_30as,wind_cat_5_15as,wind_cat_5_30as
1981,SH221981,NONAME,1981-03-01 12:00,1981-03-10 00:00,OFCL,Mauritius,MUS,0,No Adm1,0.0,No Adm2,,307.0,,15.33,,{0: 307},,307.0,,0.0,,0.0,,0.0,,0.0,,0.0
1981,SH221981,NONAME,1981-03-01 12:00,1981-03-10 00:00,OFCL,Reunion,REU,Arrondissement_du_vent,REU,0.0,No Adm2,,182759.0,,1556.03,,"{0: 180261, 1: 2498}",,180261.0,,2498.0,,0.0,,0.0,,0.0,,0.0
1981,SH221981,NONAME,1981-03-01 12:00,1981-03-10 00:00,OFCL,Reunion,REU,Arrondissement_souse_le_vent,REU,0.0,No Adm2,,425008.0,,66783.31,,"{0: 388046, 1: 36962}",,388046.0,,36962.0,,0.0,,0.0,,0.0,,0.0
1981,SH221981,NONAME,1981-03-01 12:00,1981-03-10 00:00,OFCL,Reunion,REU,Saint-Benoît,REU.1_1,Bras-Panon,REU.1.1_1,5781.0,,54.63,,{0: 5781},,5781.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1981,SH221981,NONAME,1981-03-01 12:00,1981-03-10 00:00,OFCL,Reunion,REU,Saint-Benoît,REU.1_1,La Plaine-des-Palmistes,REU.1.2_1,4857.0,,377.11,,"{0: 4818, 1: 39}",,4818.0,,39.0,,0.0,,0.0,,0.0,,0.0,
1981,SH221981,NONAME,1981-03-01 12:00,1981-03-10 00:00,OFCL,Reunion,REU,Saint-Benoît,REU.1_1,Saint-André,REU.1.3_1,5029.0,,162.29,,{0: 5029},,5029.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1981,SH221981,NONAME,1981-03-01 12:00,1981-03-10 00:00,OFCL,Reunion,REU,Saint-Benoît,REU.1_1,Saint-Benoît,REU.1.4_1,24561.0,,639.18,,"{0: 24538, 1: 23}",,24538.0,,23.0,,0.0,,0.0,,0.0,,0.0,
1981,SH221981,NONAME,1981-03-01 12:00,1981-03-10 00:00,OFCL,Reunion,REU,Saint-Benoît,REU.1_1,Sainte-Rose,REU.1.5_1,7056.0,,1558.1,,"{0: 6988, 1: 68}",,6988.0,,68.0,,0.0,,0.0,,0.0,,0.0,
1981,SH221981,NONAME,1981-03-01 12:00,1981-03-10 00:00,OFCL,Reunion,REU,Saint-Benoît,REU.1_1,Salazie,REU.1.6_1,544.0,,51.06,,"{0: 530, 1: 14}",,530.0,,14.0,,0.0,,0.0,,0.0,,0.0,
1981,SH221981,NONAME,1981-03-01 12:00,1981-03-10 00:00,OFCL,Reunion,REU,Saint-Denis,REU.2_1,La Possession,REU.2.1_1,7581.0,,584.1,,"{0: 7557, 1: 24}",,7557.0,,24.0,,0.0,,0.0,,0.0,,0.0,
1981,SH221981,NONAME,1981-03-01 12:00,1981-03-10 00:00,OFCL,Reunion,REU,Saint-Denis,REU.2_1,Le Port,REU.2.2_1,1545.0,,411.03,,{0: 1545},,1545.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1981,SH221981,NONAME,1981-03-01 12:00,1981-03-10 00:00,OFCL,Reunion,REU,Saint-Denis,REU.2_1,Saint-Denis,REU.2.3_1,5385.0,,1166.2,,"{0: 5293, 1: 92}",,5293.0,,92.0,,0.0,,0.0,,0.0,,0.0,
1981,SH221981,NONAME,1981-03-01 12:00,1981-03-10 00:00,OFCL,Reunion,REU,Saint-Denis,REU.2_1,Sainte-Marie,REU.2.4_1,6815.0,,174.28,,{0: 6815},,6815.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1981,SH221981,NONAME,1981-03-01 12:00,1981-03-10 00:00,OFCL,Reunion,REU,Saint-Denis,REU.2_1,Sainte-Suzanne,REU.2.5_1,11841.0,,211.53,,{0: 11841},,11841.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1981,SH221981,NONAME,1981-03-01 12:00,1981-03-10 00:00,OFCL,Reunion,REU,Saint-Paul,REU.3_1,L'Étang-Salé,REU.3.1_1,10729.0,,1318.48,,{0: 10729},,10729.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1981,SH221981,NONAME,1981-03-01 12:00,1981-03-10 00:00,OFCL,Reunion,REU,Saint-Paul,REU.3_1,Les Avirons,REU.3.2_1,5548.0,,1227.33,,{0: 5548},,5548.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1981,SH221981,NONAME,1981-03-01 12:00,1981-03-10 00:00,OFCL,Reunion,REU,Saint-Paul,REU.3_1,Les Trois-Bassins,REU.3.3_1,7678.0,,8881.0,,"{0: 7627, 1: 51}",,7627.0,,51.0,,0.0,,0.0,,0.0,,0.0,
1981,SH221981,NONAME,1981-03-01 12:00,1981-03-10 00:00,OFCL,Reunion,REU,Saint-Paul,REU.3_1,Saint-Leu,REU.3.4_1,29249.0,,19381.6,,"{0: 29114, 1: 135}",,29114.0,,135.0,,0.0,,0.0,,0.0,,0.0,
1981,SH221981,NONAME,1981-03-01 12:00,1981-03-10 00:00,OFCL,Reunion,REU,Saint-Paul,REU.3_1,Saint-Paul,REU.3.5_1,48064.0,,46801.78,,"{0: 47718, 1: 346}",,47718.0,,346.0,,0.0,,0.0,,0.0,,0.0,
1981,SH221981,NONAME,1981-03-01 12:00,1981-03-10 00:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,Cilaos,REU.4.1_1,5552.0,,5653.18,,"{0: 5071, 1: 481}",,5071.0,,481.0,,0.0,,0.0,,0.0,,0.0,
1981,SH221981,NONAME,1981-03-01 12:00,1981-03-10 00:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,L'Entre-Deux,REU.4.2_1,7242.0,,1075.0,,"{0: 7086, 1: 156}",,7086.0,,156.0,,0.0,,0.0,,0.0,,0.0,
1981,SH221981,NONAME,1981-03-01 12:00,1981-03-10 00:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,Le Tampon,REU.4.3_1,59418.0,,90569.58,,"{0: 31167, 1: 28251}",,31167.0,,28251.0,,0.0,,0.0,,0.0,,0.0,
1981,SH221981,NONAME,1981-03-01 12:00,1981-03-10 00:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,Petite-Île,REU.4.4_1,13123.0,,11041.13,,"{0: 12868, 1: 255}",,12868.0,,255.0,,0.0,,0.0,,0.0,,0.0,
1981,SH221981,NONAME,1981-03-01 12:00,1981-03-10 00:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,Saint-Joseph,REU.4.5_1,35744.0,,34486.21,,"{0: 35287, 1: 457}",,35287.0,,457.0,,0.0,,0.0,,0.0,,0.0,
1981,SH221981,NONAME,1981-03-01 12:00,1981-03-10 00:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,Saint-Louis,REU.4.6_1,14072.0,,2271.04,,{0: 14072},,14072.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1981,SH221981,NONAME,1981-03-01 12:00,1981-03-10 00:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,Saint-Philippe,REU.4.7_1,5213.0,,23437.86,,"{0: 5197, 1: 16}",,5197.0,,16.0,,0.0,,0.0,,0.0,,0.0,
1981,SH221981,NONAME,1981-03-01 12:00,1981-03-10 00:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,Saint-Pierre,REU.4.8_1,27144.0,,6068.26,,{0: 27144},,27144.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1981,SH261981,NONAME,1981-03-28 00:00,1981-04-06 00:00,OFCL,Madagascar,MDG,Alaotra Mangoro,MDG,Ambatondrazaka,MDG,,2442.0,,0.0,,{0: 2442},,2442.0,,0.0,,0.0,,0.0,,0.0,,0.0
1981,SH261981,NONAME,1981-03-28 00:00,1981-04-06 00:00,OFCL,Madagascar,MDG,Analanjirofo,MDG,Fenoarivo-Atsinanana,MDG,,594.0,,0.0,,{0: 594},,594.0,,0.0,,0.0,,0.0,,0.0,,0.0
1981,SH261981,NONAME,1981-03-28 00:00,1981-04-06 00:00,OFCL,Madagascar,MDG,Analanjirofo,MDG,Nosy Boraha,MDG,,33851.0,,39.68,,{0: 33851},,33851.0,,0.0,,0.0,,0.0,,0.0,,0.0
1981,SH261981,NONAME,1981-03-28 00:00,1981-04-06 00:00,OFCL,Madagascar,MDG,Analanjirofo,MDG,Soanierana-Ivongo,MDG,,933.0,,0.05,,{0: 933},,933.0,,0.0,,0.0,,0.0,,0.0,,0.0
1981,SH261981,NONAME,1981-03-28 00:00,1981-04-06 00:00,OFCL,Madagascar,MDG,Analanjirofo,MDG,Toamasina II,MDG,,37905.0,,22.38,,{0: 37905},,37905.0,,0.0,,0.0,,0.0,,0.0,,0.0
1981,SH261981,NONAME,1981-03-28 00:00,1981-04-06 00:00,OFCL,Madagascar,MDG,Atsinanana,MDG,Mahanoro,MDG,,8471.0,,0.33,,{0: 8471},,8471.0,,0.0,,0.0,,0.0,,0.0,,0.0
1981,SH261981,NONAME,1981-03-28 00:00,1981-04-06 00:00,OFCL,Madagascar,MDG,Atsinanana,MDG,Toamasina I,MDG,,132658.0,,31.15,,{0: 132658},,132658.0,,0.0,,0.0,,0.0,,0.0,,0.0
1981,SH261981,NONAME,1981-03-28 00:00,1981-04-06 00:00,OFCL,Madagascar,MDG,Atsinanana,MDG,Vatomandry,MDG,,11020.0,,0.58,,{0: 11020},,11020.0,,0.0,,0.0,,0.0,,0.0,,0.0
1981,SH261981,NONAME,1981-03-28 00:00,1981-04-06 00:00,OFCL,Madagascar,MDG,Atsinanana,MDG,Vohibinany,MDG,,18056.0,,18.23,,{0: 18056},,18056.0,,0.0,,0.0,,0.0,,0.0,,0.0
1981,SH261981,NONAME,1981-03-28 00:00,1981-04-06 00:00,OFCL,Madagascar,MDG,Vatovavy Fitovinany,MDG,Nosy-Varika,MDG,,1639.0,,0.01,,{0: 1639},,1639.0,,0.0,,0.0,,0.0,,0.0,,0.0
1981,SH261981,NONAME,1981-03-28 00:00,1981-04-06 00:00,OFCL,Madagascar,MDG,Antananarivo,MDG.1_1,Analamanga,MDG.1.1_1,99013.0,,206.07,,{0: 99013},,99013.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1981,SH261981,NONAME,1981-03-28 00:00,1981-04-06 00:00,OFCL,Madagascar,MDG,Antananarivo,MDG.1_1,Vakinankaratra,MDG.1.4_1,108178.0,,180.34,,{0: 108178},,108178.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1981,SH261981,NONAME,1981-03-28 00:00,1981-04-06 00:00,OFCL,Madagascar,MDG,Antsiranana,MDG.2_1,Sava,MDG.2.2_1,4804.0,,15.96,,{0: 4804},,4804.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1981,SH261981,NONAME,1981-03-28 00:00,1981-04-06 00:00,OFCL,Madagascar,MDG,Fianarantsoa,MDG.3_1,Amoron'i mania,MDG.3.1_1,2997.0,,3.64,,{0: 2997},,2997.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1981,SH261981,NONAME,1981-03-28 00:00,1981-04-06 00:00,OFCL,Madagascar,MDG,Fianarantsoa,MDG.3_1,Atsimo-Atsinana,MDG.3.2_1,2967.0,,0.49,,{0: 2967},,2967.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1981,SH261981,NONAME,1981-03-28 00:00,1981-04-06 00:00,OFCL,Madagascar,MDG,Fianarantsoa,MDG.3_1,Vatovavy Fitovinany,MDG.3.5_1,367179.0,,1845.76,,{0: 367179},,367179.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1981,SH261981,NONAME,1981-03-28 00:00,1981-04-06 00:00,OFCL,Madagascar,MDG,Toamasina,MDG.5_1,Alaotra-Mangoro,MDG.5.1_1,343548.0,,2404.93,,{0: 343548},,343548.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1981,SH261981,NONAME,1981-03-28 00:00,1981-04-06 00:00,OFCL,Madagascar,MDG,Toamasina,MDG.5_1,Analanjirofo,MDG.5.2_1,346793.0,,13492.11,,"{0: 317668, 1: 29125}",,317668.0,,29125.0,,0.0,,0.0,,0.0,,0.0,
1981,SH261981,NONAME,1981-03-28 00:00,1981-04-06 00:00,OFCL,Madagascar,MDG,Toamasina,MDG.5_1,Atsinanana,MDG.5.3_1,734459.0,,64815.95,,"{0: 589934, 1: 144525}",,589934.0,,144525.0,,0.0,,0.0,,0.0,,0.0,
1981,SH281981,NONAME,1981-04-06 00:00,1981-04-14 12:00,OFCL,Mauritius,MUS,Riviere Du Rempart,MUS,0.0,No Adm2,,85242.0,,281.88,,{0: 85242},,85242.0,,0.0,,0.0,,0.0,,0.0,,0.0
1981,SH281981,NONAME,1981-04-06 00:00,1981-04-14 12:00,OFCL,Mauritius,MUS,Savanne,MUS.12_1,0.0,No Adm2,,6271.0,,0.45,,{0: 6271},,6271.0,,0.0,,0.0,,0.0,,0.0,,0.0
1981,SH281981,NONAME,1981-04-06 00:00,1981-04-14 12:00,OFCL,Mauritius,MUS,Black River,MUS.2_1,0.0,No Adm2,,34778.0,,42.68,,{0: 34778},,34778.0,,0.0,,0.0,,0.0,,0.0,,0.0
1981,SH281981,NONAME,1981-04-06 00:00,1981-04-14 12:00,OFCL,Mauritius,MUS,Black River,MUS.2_1,,No Adm2,1846.0,,14.14,,{0: 1846},,1846.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1981,SH281981,NONAME,1981-04-06 00:00,1981-04-14 12:00,OFCL,Mauritius,MUS,Flacq,MUS.3_1,0.0,No Adm2,,51660.0,,25.18,,{0: 51660},,51660.0,,0.0,,0.0,,0.0,,0.0,,0.0
1981,SH281981,NONAME,1981-04-06 00:00,1981-04-14 12:00,OFCL,Mauritius,MUS,Grand Port,MUS.4_1,0.0,No Adm2,,32028.0,,9.02,,{0: 32028},,32028.0,,0.0,,0.0,,0.0,,0.0,,0.0
1981,SH281981,NONAME,1981-04-06 00:00,1981-04-14 12:00,OFCL,Mauritius,MUS,Moka,MUS.5_1,0.0,No Adm2,,54001.0,,16.99,,{0: 54001},,54001.0,,0.0,,0.0,,0.0,,0.0,,0.0
1981,SH281981,NONAME,1981-04-06 00:00,1981-04-14 12:00,OFCL,Mauritius,MUS,Pamplemousses,MUS.6_1,0.0,No Adm2,,63345.0,,64.22,,{0: 63345},,63345.0,,0.0,,0.0,,0.0,,0.0,,0.0
1981,SH281981,NONAME,1981-04-06 00:00,1981-04-14 12:00,OFCL,Mauritius,MUS,Pamplemousses,MUS.6_1,,No Adm2,2432.0,,26.82,,{0: 1846},,1846.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1981,SH281981,NONAME,1981-04-06 00:00,1981-04-14 12:00,OFCL,Mauritius,MUS,Plaines Wilhems,MUS.7_1,0.0,No Adm2,,42785.0,,4.8,,{0: 42785},,42785.0,,0.0,,0.0,,0.0,,0.0,,0.0
1981,SH281981,NONAME,1981-04-06 00:00,1981-04-14 12:00,OFCL,Mauritius,MUS,Plaines Wilhems,MUS.7_1,,No Adm2,2065.0,,0.22,,{0: 1846},,1846.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1981,SH281981,NONAME,1981-04-06 00:00,1981-04-14 12:00,OFCL,Mauritius,MUS,Port Louis,MUS.8_1,0.0,No Adm2,,7833.0,,13.88,,{0: 7833},,7833.0,,0.0,,0.0,,0.0,,0.0,,0.0
1981,SH281981,NONAME,1981-04-06 00:00,1981-04-14 12:00,OFCL,Mauritius,MUS,Rivière du Rempart,MUS.9_1,,No Adm2,21978.0,,90.82,,{0: 1846},,1846.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1981,SH281981,NONAME,1981-04-06 00:00,1981-04-14 12:00,OFCL,Mauritius,MUS,0,No Adm1,0.0,No Adm2,,307.0,,0.61,,{0: 307},,307.0,,0.0,,0.0,,0.0,,0.0,,0.0
1981,SH281981,NONAME,1981-04-06 00:00,1981-04-14 12:00,OFCL,Reunion,REU,Arrondissement_du_vent,REU,0.0,No Adm2,,5604.0,,0.77,,{0: 5604},,5604.0,,0.0,,0.0,,0.0,,0.0,,0.0
1981,SH281981,NONAME,1981-04-06 00:00,1981-04-14 12:00,OFCL,Reunion,REU,Arrondissement_souse_le_vent,REU,0.0,No Adm2,,5119.0,,0.76,,{0: 5119},,5119.0,,0.0,,0.0,,0.0,,0.0,,0.0
1981,SH281981,NONAME,1981-04-06 00:00,1981-04-14 12:00,OFCL,Reunion,REU,Saint-Benoît,REU.1_1,Sainte-Rose,REU.1.5_1,20.0,,0.11,,{0: 20},,20.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1981,SH281981,NONAME,1981-04-06 00:00,1981-04-14 12:00,OFCL,Reunion,REU,Saint-Paul,REU.3_1,Saint-Paul,REU.3.5_1,208.0,,35.61,,{0: 208},,208.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1981,SH281981,NONAME,1981-04-06 00:00,1981-04-14 12:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,Le Tampon,REU.4.3_1,60.0,,2.2,,{0: 60},,60.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1981,SH281981,NONAME,1981-04-06 00:00,1981-04-14 12:00,OFCL,Reunion,REU,Saint-Pierre,REU.4_1,Saint-Joseph,REU.4.5_1,15.0,,8.02,,{0: 15},,15.0,,0.0,,0.0,,0.0,,0.0,,0.0,
1982,SH081982,NONAME,1982-01-06 00:00,1982-01-21 00:00,OFCL,Mauritius,MUS,Rodriguez,MUS.10_1,,No Adm2,44652.0,,34244275.57,,{3: 44652},,0.0,,0.0,,0.0,,44652.0,,0.0,,0.0,
1982,SH081982,NONAME,1982-01-06 00:00,1982-01-21 00:00,OFCL,Mauritius,MUS,0.0,No Adm1,0.0,No Adm2,,43525.0,,161112130.26,,{3: 43525},,0.0,,0.0,,0.0,,43525.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Alaotra Mangoro,MDG,Ambatondrazaka,MDG,,187487.0,,1551.8,,"{0: 171094, 1: 16393}",,171094.0,,16393.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Alaotra Mangoro,MDG,Amparafaravola,MDG,,43928.0,,3.59,,{0: 43928},,43928.0,,0.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Alaotra Mangoro,MDG,Anosibe An'Ala,MDG,,29534.0,,10.94,,{0: 29534},,29534.0,,0.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Alaotra Mangoro,MDG,Moramanga,MDG,,239417.0,,4622.33,,"{0: 212823, 1: 26594}",,212823.0,,26594.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Amoron'i Mania,MDG,Ambositra,MDG,,2051.0,,0.0,,{0: 2051},,2051.0,,0.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Amoron'i Mania,MDG,Fandriana,MDG,,22038.0,,0.49,,{0: 22038},,22038.0,,0.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Analamanga,MDG,Ambohidratrimo,MDG,,688151.0,,1091.25,,{0: 688151},,688151.0,,0.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Analamanga,MDG,Andramasina,MDG,,152237.0,,1226.26,,{0: 152237},,152237.0,,0.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Analamanga,MDG,Anjozorobe,MDG,,150975.0,,2027.1,,"{0: 146948, 1: 4027}",,146948.0,,4027.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Analamanga,MDG,Ankazobe,MDG,,133971.0,,163.92,,{0: 133971},,133971.0,,0.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Analamanga,MDG,Antananarivo-Atsimondrano,MDG,,1080165.0,,1066.64,,{0: 1080165},,1080165.0,,0.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Analamanga,MDG,Antananarivo-Avaradrano,MDG,,732155.0,,318.05,,{0: 732155},,732155.0,,0.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Analamanga,MDG,Antananarivo-Renivohitra,MDG,,98734.0,,31.91,,{0: 98734},,98734.0,,0.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Analamanga,MDG,Manjakandriana,MDG,,145239.0,,4129.87,,"{0: 142721, 1: 2518}",,142721.0,,2518.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Analanjirofo,MDG,Toamasina II,MDG,,58193.0,,60.71,,"{0: 58102, 1: 91}",,58102.0,,91.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Analanjirofo,MDG,Vavatenina,MDG,,526.0,,0.0,,{0: 526},,526.0,,0.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Atsinanana,MDG,Antanambao-Manampotsy,MDG,,25156.0,,2.55,,{0: 25156},,25156.0,,0.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Atsinanana,MDG,Mahanoro,MDG,,30022.0,,34.58,,{0: 30022},,30022.0,,0.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Atsinanana,MDG,Marolambo,MDG,,3160.0,,0.03,,{0: 3160},,3160.0,,0.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Atsinanana,MDG,Toamasina I,MDG,,42047.0,,244.5,,{0: 42047},,42047.0,,0.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Atsinanana,MDG,Vatomandry,MDG,,97567.0,,1375.01,,"{0: 95629, 1: 1938}",,95629.0,,1938.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Atsinanana,MDG,Vohibinany,MDG,,158566.0,,5034.86,,"{0: 150894, 1: 7672}",,150894.0,,7672.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Betsiboka,MDG,Maevatanana,MDG,,87.0,,0.0,,{0: 87},,87.0,,0.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Betsiboka,MDG,Tsaratanana,MDG,,3164.0,,0.59,,{0: 3164},,3164.0,,0.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Bongolava,MDG,Fenoarivobe,MDG,,37934.0,,0.85,,{0: 37934},,37934.0,,0.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Itasy,MDG,Arivonimamo,MDG,,231829.0,,166.18,,{0: 231829},,231829.0,,0.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Itasy,MDG,Miarinarivo,MDG,,63432.0,,4.7,,{0: 63432},,63432.0,,0.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Melaky,MDG,Antsalova,MDG,,522.0,,0.0,,{0: 522},,522.0,,0.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Melaky,MDG,Maintirano,MDG,,24535.0,,0.04,,{0: 24535},,24535.0,,0.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Melaky,MDG,Morafenobe,MDG,,72.0,,0.0,,{0: 72},,72.0,,0.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Vakinakaratra,MDG,Ambatolampy,MDG,,211205.0,,516.34,,{0: 211205},,211205.0,,0.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Vakinakaratra,MDG,Antanifotsy,MDG,,280100.0,,143.44,,{0: 280100},,280100.0,,0.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Vakinakaratra,MDG,Antsirabe II,MDG,,254818.0,,13.99,,{0: 254818},,254818.0,,0.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Vakinakaratra,MDG,Betafo,MDG,,43306.0,,0.3,,{0: 43306},,43306.0,,0.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Vakinakaratra,MDG,Faratsiho,MDG,,48400.0,,7.73,,{0: 48400},,48400.0,,0.0,,0.0,,0.0,,0.0,,0.0
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Antananarivo,MDG.1_1,Analamanga,MDG.1.1_1,4664990.0,,1853903.3,,"{0: 344899, 1: 4320091}",,344899.0,,4320091.0,,0.0,,0.0,,0.0,,0.0,
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Antananarivo,MDG.1_1,Bongolava,MDG.1.2_1,216132.0,,6122.21,,"{0: 215807, 1: 325}",,215807.0,,325.0,,0.0,,0.0,,0.0,,0.0,
1982,SH161982,NONAME,1982-01-30 00:00,1982-02-06 12:00,OFCL,Madagascar,MDG,Antananarivo,MDG.1_1,Itasy,MDG.1.3_1,544958.0,,114661.58,,"{0: 343262, 1: 201696}",,343262.0,,201696.0,,0.0,,0.0,,0.0,,0.0,
