tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,adm1_name,adm1_code,population,loss,wind_cat,wind_cat_0,wind_cat_1,wind_cat_2,wind_cat_3,wind_cat_4,wind_cat_5
1998,SH211998,NONAME,1998-02-01 00:00,1998-02-10 00:00,OFCL,Madagascar,MDG,Amoron'i Mania,MDG,214888,116.85,{0: 214888},214888,0,0,0,0,0
1998,SH211998,NONAME,1998-02-01 00:00,1998-02-10 00:00,OFCL,Madagascar,MDG,Analamanga,MDG,2913,0.02,{0: 2913},2913,0,0,0,0,0
1998,SH211998,NONAME,1998-02-01 00:00,1998-02-10 00:00,OFCL,Madagascar,MDG,Androy,MDG,826796,314.71,{0: 826796},826796,0,0,0,0,0
1998,SH211998,NONAME,1998-02-01 00:00,1998-02-10 00:00,OFCL,Madagascar,MDG,Anosy,MDG,203552,348.74,"{0: 202954, 1: 598}",202954,598,0,0,0,0
1998,SH211998,NONAME,1998-02-01 00:00,1998-02-10 00:00,OFCL,Madagascar,MDG,Atsimo Andrefana,MDG,127317,103.31,{0: 127317},127317,0,0,0,0,0
1998,SH211998,NONAME,1998-02-01 00:00,1998-02-10 00:00,OFCL,Madagascar,MDG,Atsimo Atsinanana,MDG,135056,1099.73,"{0: 124957, 1: 10099}",124957,10099,0,0,0,0
1998,SH211998,NONAME,1998-02-01 00:00,1998-02-10 00:00,OFCL,Madagascar,MDG,Bongolava,MDG,342003,14.68,{0: 342003},342003,0,0,0,0,0
1998,SH211998,NONAME,1998-02-01 00:00,1998-02-10 00:00,OFCL,Madagascar,MDG,Haute Matsiatra,MDG,652369,1257.58,"{0: 645832, 1: 6537}",645832,6537,0,0,0,0
1998,SH211998,NONAME,1998-02-01 00:00,1998-02-10 00:00,OFCL,Madagascar,MDG,Ihorombe,MDG,303008,762.63,"{0: 302209, 1: 799}",302209,799,0,0,0,0
1998,SH211998,NONAME,1998-02-01 00:00,1998-02-10 00:00,OFCL,Madagascar,MDG,Itasy,MDG,169574,3.76,{0: 169574},169574,0,0,0,0,0
1998,SH211998,NONAME,1998-02-01 00:00,1998-02-10 00:00,OFCL,Madagascar,MDG,Melaky,MDG,18,0.0,{0: 18},18,0,0,0,0,0
1998,SH211998,NONAME,1998-02-01 00:00,1998-02-10 00:00,OFCL,Madagascar,MDG,Menabe,MDG,3716,7.56,{0: 3716},3716,0,0,0,0,0
1998,SH211998,NONAME,1998-02-01 00:00,1998-02-10 00:00,OFCL,Madagascar,MDG,Vakinakaratra,MDG,449699,94.44,{0: 449699},449699,0,0,0,0,0
1998,SH211998,NONAME,1998-02-01 00:00,1998-02-10 00:00,OFCL,Madagascar,MDG,Vatovavy Fitovinany,MDG,3980,1.83,{0: 3980},3980,0,0,0,0,0
