tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,adm1_name,adm1_code,population,loss,wind_cat,wind_cat_0,wind_cat_1,wind_cat_2,wind_cat_3,wind_cat_4,wind_cat_5
1997,SH201997,NONAME,1997-01-18 00:00,1997-01-31 18:00,OFCL,Madagascar,MDG,Alaotra Mangoro,MDG,3114,0.19,{0: 3114},3114,0,0,0,0,0
1997,SH201997,NONAME,1997-01-18 00:00,1997-01-31 18:00,OFCL,Madagascar,MDG,Amoron'i Mania,MDG,629087,184363.67,"{0: 291009, 1: 338078}",291009,338078,0,0,0,0
1997,SH201997,NONAME,1997-01-18 00:00,1997-01-31 18:00,OFCL,Madagascar,MDG,Analamanga,MDG,44230,1.74,{0: 44230},44230,0,0,0,0,0
1997,SH201997,NONAME,1997-01-18 00:00,1997-01-31 18:00,OFCL,Madagascar,MDG,Androy,MDG,1128834,29954914.66,"{0: 14947, 1: 759755, 2: 227502, 3: 126016, 4: 614}",14947,759755,227502,126016,614,0
1997,SH201997,NONAME,1997-01-18 00:00,1997-01-31 18:00,OFCL,Madagascar,MDG,Anosy,MDG,640218,221670677.24,"{0: 664, 1: 316852, 2: 90238, 3: 108168, 4: 116736, 5: 7560}",664,316852,90238,108168,116736,7560
1997,SH201997,NONAME,1997-01-18 00:00,1997-01-31 18:00,OFCL,Madagascar,MDG,Atsimo Andrefana,MDG,1473422,45310173.76,"{0: 126842, 1: 551959, 2: 557121, 3: 237500}",126842,551959,557121,237500,0,0
1997,SH201997,NONAME,1997-01-18 00:00,1997-01-31 18:00,OFCL,Madagascar,MDG,Atsimo Atsinanana,MDG,1236302,873708195.83,"{2: 20416, 3: 235728, 4: 977650, 5: 2508}",0,0,20416,235728,977650,2508
1997,SH201997,NONAME,1997-01-18 00:00,1997-01-31 18:00,OFCL,Madagascar,MDG,Atsinanana,MDG,133958,578.98,"{0: 132933, 1: 1025}",132933,1025,0,0,0,0
1997,SH201997,NONAME,1997-01-18 00:00,1997-01-31 18:00,OFCL,Madagascar,MDG,Haute Matsiatra,MDG,1150834,64659582.93,"{0: 3944, 1: 287023, 2: 570198, 3: 278588, 4: 11081}",3944,287023,570198,278588,11081,0
1997,SH201997,NONAME,1997-01-18 00:00,1997-01-31 18:00,OFCL,Madagascar,MDG,Ihorombe,MDG,459874,233864380.33,"{1: 3117, 2: 38538, 3: 233268, 4: 180422, 5: 4529}",0,3117,38538,233268,180422,4529
1997,SH201997,NONAME,1997-01-18 00:00,1997-01-31 18:00,OFCL,Madagascar,MDG,Itasy,MDG,127,0.0,{0: 127},127,0,0,0,0,0
1997,SH201997,NONAME,1997-01-18 00:00,1997-01-31 18:00,OFCL,Madagascar,MDG,Menabe,MDG,71511,536.8,"{0: 71129, 1: 382}",71129,382,0,0,0,0
1997,SH201997,NONAME,1997-01-18 00:00,1997-01-31 18:00,OFCL,Madagascar,MDG,Vakinakaratra,MDG,959585,4181.24,"{0: 957577, 1: 2008}",957577,2008,0,0,0,0
1997,SH201997,NONAME,1997-01-18 00:00,1997-01-31 18:00,OFCL,Madagascar,MDG,Vatovavy Fitovinany,MDG,1841769,214911367.5,"{0: 249063, 1: 464396, 2: 316711, 3: 590642, 4: 220957}",249063,464396,316711,590642,220957,0
1997,SH201997,NONAME,1997-01-18 00:00,1997-01-31 18:00,OFCL,Mozambique,MOZ,Gaza,MOZ.2_1,90530,4.15,{0: 90530},90530,0,0,0,0,0
1997,SH201997,NONAME,1997-01-18 00:00,1997-01-31 18:00,OFCL,Mozambique,MOZ,Inhambane,MOZ.3_1,392489,128.78,{0: 392489},392489,0,0,0,0,0
1997,SH201997,NONAME,1997-01-18 00:00,1997-01-31 18:00,OFCL,Reunion,REU,Arrondissement_du_vent,REU,254028,20258.08,"{0: 209723, 1: 44305}",209723,44305,0,0,0,0
1997,SH201997,NONAME,1997-01-18 00:00,1997-01-31 18:00,OFCL,Reunion,REU,Arrondissement_souse_le_vent,REU,287758,19422.69,"{0: 269951, 1: 17807}",269951,17807,0,0,0,0
