tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,population,loss,wind_cat,wind_cat_0,wind_cat_1,wind_cat_2,wind_cat_3,wind_cat_4,wind_cat_5
1997,SH201997,NONAME,1997-01-18 00:00,1997-01-31 18:00,OFCL,Madagascar,MDG,9772865,1684268954.86,"{0: 1895579, 1: 2724595, 2: 1820724, 3: 1809910, 4: 1507460, 5: 14597}",1895579,2724595,1820724,1809910,1507460,14597
1997,SH201997,NONAME,1997-01-18 00:00,1997-01-31 18:00,OFCL,Mozambique,MOZ,483019,132.93,{0: 483019},483019,0,0,0,0,0
1997,SH201997,NONAME,1997-01-18 00:00,1997-01-31 18:00,OFCL,Reunion,REU,541786,39680.76,"{0: 479674, 1: 62112}",479674,62112,0,0,0,0
