tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,adm1_name,adm1_code,adm2_name,adm2_code,population,loss,wind_cat,wind_cat_0,wind_cat_1,wind_cat_2,wind_cat_3,wind_cat_4,wind_cat_5
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Comoros,COM,Anjouan,COM,,No Adm2,59788,14202.17,"{0: 23015, 1: 36773}",23015,36773,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Comoros,COM,Moheli,COM,,No Adm2,244837,11878.87,"{0: 61406, 1: 183431}",61406,183431,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Comoros,COM,Ngazidja,COM,,No Adm2,287580,7267.73,"{0: 244256, 1: 43324}",244256,43324,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Alaotra Mangoro,MDG,Andilamena,MDG,2651,0.04,{0: 2651},2651,0,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Betsiboka,MDG,Kandreho,MDG,557,0.01,{0: 557},557,0,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Betsiboka,MDG,Maevatanana,MDG,1475,0.0,{0: 1475},1475,0,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Betsiboka,MDG,Tsaratanana,MDG,2954,0.01,{0: 2954},2954,0,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Boeny,MDG,Ambatoboeny,MDG,233247,14.63,{0: 233247},233247,0,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Boeny,MDG,Mahajanga I,MDG,10310,8154.56,{1: 10310},0,10310,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Boeny,MDG,Mahajanga II,MDG,302838,15607.72,"{0: 27723, 1: 275115}",27723,275115,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Boeny,MDG,Marovoay,MDG,204078,1370.3,"{0: 202366, 1: 1712}",202366,1712,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Boeny,MDG,Mitsinjo,MDG,45264,4559.93,"{0: 30544, 1: 14720}",30544,14720,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Boeny,MDG,Soalala,MDG,48756,241.6,"{0: 48214, 1: 542}",48214,542,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Diana,MDG,Ambanja,MDG,6339,14.82,{0: 6339},6339,0,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Diana,MDG,Ambilobe,MDG,966,0.02,{0: 966},966,0,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Melaky,MDG,Besalampy,MDG,15194,6.96,{0: 15194},15194,0,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Sofia,MDG,Analalava,MDG,127890,1955.0,"{0: 112305, 1: 15585}",112305,15585,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Sofia,MDG,Antsohihy,MDG,95761,31.54,{0: 95761},95761,0,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Sofia,MDG,Bealanana,MDG,23912,4.48,{0: 23912},23912,0,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Sofia,MDG,Befandriana Avaratra,MDG,8749,0.41,{0: 8749},8749,0,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Sofia,MDG,Boriziny,MDG,218981,91.46,{0: 218981},218981,0,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Sofia,MDG,Mampikony,MDG,73795,2.88,{0: 73795},73795,0,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Madagascar,MDG,Sofia,MDG,Mandritsara,MDG,2782,0.02,{0: 2782},2782,0,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mayotte,MYT,,No Adm1,,No Adm2,256777,1352992.93,"{0: 29343, 1: 227434}",29343,227434,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mozambique,MOZ,Cabo Delgado,MOZ.1_1,Chiure,MOZ.1_1,24,0.0,{0: 24},24,0,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mozambique,MOZ,Cabo Delgado,MOZ.1_1,Cidade de Pemba,MOZ.1_1,92464,0.08,{0: 92464},92464,0,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mozambique,MOZ,Cabo Delgado,MOZ.1_1,Ibo,MOZ.1_1,2274,0.12,{0: 2274},2274,0,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mozambique,MOZ,Cabo Delgado,MOZ.1_1,Mecufi,MOZ.1.5_1,16260,0.22,{0: 16260},16260,0,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mozambique,MOZ,Cabo Delgado,MOZ.1_1,Pemba,MOZ.1.14_1,3009,0.22,{0: 3009},3009,0,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mozambique,MOZ,Cabo Delgado,MOZ.1_1,Quissanga,MOZ.1.15_1,130,0.0,{0: 130},130,0,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Memba,MOZ.7.7_1,11263,0.11,{0: 11263},11263,0,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Mossuril,MOZ.7.12_1,467,0.0,{0: 467},467,0,0,0,0,0
1995,SH161995,NONAME,1995-03-04 18:00,1995-03-12 18:00,OFCL,Mozambique,MOZ,Nampula,MOZ.7_1,Nacala,MOZ.7_1,36386,0.02,{0: 36386},36386,0,0,0,0,0
