tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,adm1_name,adm1_code,population,loss,wind_cat,wind_cat_0,wind_cat_1,wind_cat_2,wind_cat_3,wind_cat_4,wind_cat_5
1997,SH141997,NONAME,1996-12-25 18:00,1997-01-09 00:00,OFCL,Madagascar,MDG,Alaotra Mangoro,MDG,619454,63125.31,"{0: 481975, 1: 137227, 2: 252}",481975,137227,252,0,0,0
1997,SH141997,NONAME,1996-12-25 18:00,1997-01-09 00:00,OFCL,Madagascar,MDG,Amoron'i Mania,MDG,181971,413.6,"{0: 181887, 1: 84}",181887,84,0,0,0,0
1997,SH141997,NONAME,1996-12-25 18:00,1997-01-09 00:00,OFCL,Madagascar,MDG,Analamanga,MDG,29049,7.15,{0: 29049},29049,0,0,0,0,0
1997,SH141997,NONAME,1996-12-25 18:00,1997-01-09 00:00,OFCL,Madagascar,MDG,Analanjirofo,MDG,1258325,2080946.82,"{0: 420338, 1: 757570, 2: 80417}",420338,757570,80417,0,0,0
1997,SH141997,NONAME,1996-12-25 18:00,1997-01-09 00:00,OFCL,Madagascar,MDG,Androy,MDG,3514,1.32,{0: 3514},3514,0,0,0,0,0
1997,SH141997,NONAME,1996-12-25 18:00,1997-01-09 00:00,OFCL,Madagascar,MDG,Anosy,MDG,310967,12454.64,"{0: 240545, 1: 70422}",240545,70422,0,0,0,0
1997,SH141997,NONAME,1996-12-25 18:00,1997-01-09 00:00,OFCL,Madagascar,MDG,Atsimo Andrefana,MDG,594709,420883.24,"{0: 296017, 1: 298548, 2: 144}",296017,298548,144,0,0,0
1997,SH141997,NONAME,1996-12-25 18:00,1997-01-09 00:00,OFCL,Madagascar,MDG,Atsimo Atsinanana,MDG,107385,1274.61,"{0: 87730, 1: 19655}",87730,19655,0,0,0,0
1997,SH141997,NONAME,1996-12-25 18:00,1997-01-09 00:00,OFCL,Madagascar,MDG,Atsinanana,MDG,88814,1.07,{0: 88814},88814,0,0,0,0,0
1997,SH141997,NONAME,1996-12-25 18:00,1997-01-09 00:00,OFCL,Madagascar,MDG,Betsiboka,MDG,160940,2990.39,"{0: 150073, 1: 10867}",150073,10867,0,0,0,0
1997,SH141997,NONAME,1996-12-25 18:00,1997-01-09 00:00,OFCL,Madagascar,MDG,Boeny,MDG,1006406,7246.05,"{0: 1005236, 1: 1170}",1005236,1170,0,0,0,0
1997,SH141997,NONAME,1996-12-25 18:00,1997-01-09 00:00,OFCL,Madagascar,MDG,Bongolava,MDG,25489,1.41,{0: 25489},25489,0,0,0,0,0
1997,SH141997,NONAME,1996-12-25 18:00,1997-01-09 00:00,OFCL,Madagascar,MDG,Diana,MDG,9170,5.85,{0: 9170},9170,0,0,0,0,0
1997,SH141997,NONAME,1996-12-25 18:00,1997-01-09 00:00,OFCL,Madagascar,MDG,Haute Matsiatra,MDG,377062,1321.07,"{0: 374936, 1: 2126}",374936,2126,0,0,0,0
1997,SH141997,NONAME,1996-12-25 18:00,1997-01-09 00:00,OFCL,Madagascar,MDG,Ihorombe,MDG,402894,38398.51,"{0: 274781, 1: 128113}",274781,128113,0,0,0,0
1997,SH141997,NONAME,1996-12-25 18:00,1997-01-09 00:00,OFCL,Madagascar,MDG,Melaky,MDG,262506,2792.14,"{0: 261193, 1: 1313}",261193,1313,0,0,0,0
1997,SH141997,NONAME,1996-12-25 18:00,1997-01-09 00:00,OFCL,Madagascar,MDG,Menabe,MDG,688175,973043.53,"{0: 347884, 1: 300427, 2: 39864}",347884,300427,39864,0,0,0
1997,SH141997,NONAME,1996-12-25 18:00,1997-01-09 00:00,OFCL,Madagascar,MDG,Sava,MDG,688774,330606.8,"{0: 383542, 1: 293023, 2: 12209}",383542,293023,12209,0,0,0
1997,SH141997,NONAME,1996-12-25 18:00,1997-01-09 00:00,OFCL,Madagascar,MDG,Sofia,MDG,1363245,844373.81,"{0: 743035, 1: 598993, 2: 21217}",743035,598993,21217,0,0,0
1997,SH141997,NONAME,1996-12-25 18:00,1997-01-09 00:00,OFCL,Madagascar,MDG,Vakinakaratra,MDG,258588,27.68,{0: 258588},258588,0,0,0,0,0
1997,SH141997,NONAME,1996-12-25 18:00,1997-01-09 00:00,OFCL,Madagascar,MDG,Vatovavy Fitovinany,MDG,168,0.0,{0: 168},168,0,0,0,0,0
