tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,adm1_name,adm1_code,population,loss,wind_cat,wind_cat_0,wind_cat_1,wind_cat_2,wind_cat_3,wind_cat_4,wind_cat_5
1997,SH081997,NONAME,1996-12-01 12:00,1996-12-10 06:00,OFCL,Mauritius,MUS,,No Adm1,307,100733.63,{3: 307},0,0,0,307,0,0
1997,SH081997,NONAME,1996-12-01 12:00,1996-12-10 06:00,OFCL,Mauritius,MUS,Black River,MUS.2_1,72490,158071219.73,{3: 72490},0,0,0,72490,0,0
1997,SH081997,NONAME,1996-12-01 12:00,1996-12-10 06:00,OFCL,Mauritius,MUS,Flacq,MUS.3_1,148203,67549840.77,"{2: 26617, 3: 121586}",0,0,26617,121586,0,0
1997,SH081997,NONAME,1996-12-01 12:00,1996-12-10 06:00,OFCL,Mauritius,MUS,Grand Port,MUS.4_1,117962,71163920.93,"{2: 19233, 3: 98729}",0,0,19233,98729,0,0
1997,SH081997,NONAME,1996-12-01 12:00,1996-12-10 06:00,OFCL,Mauritius,MUS,Moka,MUS.5_1,144916,89464123.38,{3: 144916},0,0,0,144916,0,0
1997,SH081997,NONAME,1996-12-01 12:00,1996-12-10 06:00,OFCL,Mauritius,MUS,Pamplemousses,MUS.6_1,165109,187782420.35,{3: 165109},0,0,0,165109,0,0
1997,SH081997,NONAME,1996-12-01 12:00,1996-12-10 06:00,OFCL,Mauritius,MUS,Plaines Wilhems,MUS.7_1,294342,146899891.91,{3: 294342},0,0,0,294342,0,0
1997,SH081997,NONAME,1996-12-01 12:00,1996-12-10 06:00,OFCL,Mauritius,MUS,Port Louis,MUS.8_1,100326,43490530.61,{3: 100326},0,0,0,100326,0,0
1997,SH081997,NONAME,1996-12-01 12:00,1996-12-10 06:00,OFCL,Mauritius,MUS,Riviere Du Rempart,MUS,123738,72615042.75,"{2: 11185, 3: 112553}",0,0,11185,112553,0,0
1997,SH081997,NONAME,1996-12-01 12:00,1996-12-10 06:00,OFCL,Mauritius,MUS,Savanne,MUS.12_1,60507,58061904.07,"{2: 4930, 3: 55577}",0,0,4930,55577,0,0
1997,SH081997,NONAME,1996-12-01 12:00,1996-12-10 06:00,OFCL,Reunion,REU,Arrondissement_du_vent,REU,256754,3042783.99,"{1: 248588, 2: 8166}",0,248588,8166,0,0,0
1997,SH081997,NONAME,1996-12-01 12:00,1996-12-10 06:00,OFCL,Reunion,REU,Arrondissement_souse_le_vent,REU,447764,6622235.5,"{1: 427515, 2: 20249}",0,427515,20249,0,0,0
