tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,population,loss,wind_cat,wind_cat_0,wind_cat_1,wind_cat_2,wind_cat_3,wind_cat_4,wind_cat_5
1995,SH061995,NONAME,1994-12-30 12:00,1995-01-06 12:00,OFCL,Mauritius,MUS,1147904,174697.94,"{0: 1036043, 1: 111861}",1036043,111861,0,0,0,0
1995,SH061995,NONAME,1994-12-30 12:00,1995-01-06 12:00,OFCL,Reunion,REU,698,0.0,{0: 698},698,0,0,0,0,0
