tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,population,loss,wind_cat,wind_cat_0,wind_cat_1,wind_cat_2,wind_cat_3,wind_cat_4,wind_cat_5
1999,SH231999,NONAME,1999-02-24 18:00,1999-03-01 12:00,OFCL,Madagascar,MDG,365767,68.74,{0: 365767},365767,0,0,0,0,0
1999,SH231999,NONAME,1999-02-24 18:00,1999-03-01 12:00,OFCL,Mozambique,MOZ,10,0.14,{0: 10},10,0,0,0,0,0
