tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,population,loss,wind_cat,wind_cat_0,wind_cat_1,wind_cat_2,wind_cat_3,wind_cat_4,wind_cat_5
1997,SH231997,NONAME,1997-02-01 00:00,1997-02-17 06:00,OFCL,Madagascar,MDG,5186486,2074174.75,"{0: 2647559, 1: 2485916, 2: 53011}",2647559,2485916,53011,0,0,0
1997,SH231997,NONAME,1997-02-01 00:00,1997-02-17 06:00,OFCL,Mozambique,MOZ,121,0.26,{0: 121},121,0,0,0,0,0
