tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,population,loss,wind_cat,wind_cat_0,wind_cat_1,wind_cat_2,wind_cat_3,wind_cat_4,wind_cat_5
1998,SH131998,NONAME,1998-01-17 06:00,1998-01-23 00:00,OFCL,Madagascar,MDG,855687,1357.06,"{0: 852707, 1: 2980}",852707,2980,0,0,0,0
1998,SH131998,NONAME,1998-01-17 06:00,1998-01-23 00:00,OFCL,Mozambique,MOZ,2657238,4560.02,"{0: 2650153, 1: 7085}",2650153,7085,0,0,0,0
