tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,population,loss,wind_cat,wind_cat_0,wind_cat_1,wind_cat_2,wind_cat_3,wind_cat_4,wind_cat_5
1997,SH081997,NONAME,1996-12-01 12:00,1996-12-10 06:00,OFCL,Mauritius,MUS,1227900,895199628.13,"{2: 61965, 3: 1165935}",0,0,61965,1165935,0,0
1997,SH081997,NONAME,1996-12-01 12:00,1996-12-10 06:00,OFCL,Reunion,REU,704518,9665019.49,"{1: 676103, 2: 28415}",0,676103,28415,0,0,0
