tc_season,atcf_id,storm_name,jtwc_start_time,jtwc_end_time,tech,adm0_name,adm0_code,population,loss,wind_cat,wind_cat_0,wind_cat_1,wind_cat_2,wind_cat_3,wind_cat_4,wind_cat_5
1995,SH171995,NONAME,1995-03-04 18:00,1995-03-15 06:00,OFCL,Mauritius,MUS,1227900,24656179.4,"{1: 816733, 2: 411167}",0,816733,411167,0,0,0
1995,SH171995,NONAME,1995-03-04 18:00,1995-03-15 06:00,OFCL,Reunion,REU,704518,219908376.67,"{2: 598249, 3: 106269}",0,0,598249,106269,0,0
